English,Manx,Manx Orginal,Page,EnglishPage,Notes
"Indeed whatever Sin a Man loves and pleads for, and allows himself in, is not a mere Infirmity, but a wilful Transgression.","Dy jarroo cre-erbee yn peccah ta dooinney graihagh er as loart lesh, as lowal da hene y yannoo, cha nee eer annooinid eh, agh peccah jeh e yoin.",,66,47,
"A good Man hates all Sin as he does Sickness, and strives and watches, and prays against it.","Ta dooinney mie cur dwoaie da dy chooilley pheccah myr te cur da chingys, as streeu as watchal, as goaill Padjer noi.",,66,47,
"He hates every false Way, and has a Respect to all God’s Commands.","Ta dwoaie echey er dy chooilley raad molteragh, as shynney  lesh ooilley Annaghyn Yee.",,66,47,
"A true Christian must be an entirely good Man, all of a Piece.","Shegin da Creestee firrinagh ve ooilley cooidjagh ny ghooinney mie, ooilley yn un chooid.",,67,47,
"A great Matter I find it is with many People, that they do Wrong to Nobody, nor have any Malice in their Hearts, and therefore they think themselves in good Condition God-ward.","Ny chooish vooar ta mee geddyn eh ec ymmodee, nagh vel ad jannoo veg yn aggair da feallagh erbee, nagh vel veg y ghoanlys oc ayns nyn greeaghyn, as shen-y-fa t’ad smooinaghtyn ad hene ayns stayd vie ayns shilley Yee.",,67,47,
"But though this is one good Part of our Duty, yet it is but a Part.","Agh ga dy nee shoh un ayrn vie jeh nyn gurryrn, foast cha vel eh agh ayrn.",,67,48,
"We must also see that we do not wrong Almighty God and our own Souls by setting our Heart chiefly on this World, by neglecting his Worship and Service, by living in Excess or Uncleanness, or any other known Sin.","Shegin dooin myrgeddyn jeaghyn nagh vel shin jannoo aggair da Jee ooilley-niartal as da nyn anmeenyn hene, liorish soiaghey nyn gree er-skyn ooilley er y theihll shoh, as jannoo meerioose er e Ooashley as e Hirveish, liorish beaghey ayns neu-heeltys as neu-ghlennid, ny ayns peccah erbee elley er fyss dooin.",,67,48,
"We must be both pious towards God, loyal to our Prince, just and charitable to our Neighbour, humble and sober, every way holy and good, if we will approve ourselves to be Christians indeed.","Shegin dooin ve chammah crauee gys Jee, biallagh da nyn Ree, onneragh as giastylagh da nyn Naboo, imlee as sheelt, er dy chooilley aght crauee as mie, my ballin shin hene y yeaghyn dy ve Creesteenyn dy jarroo.",,67,48,
"He that wilfully offends in one Point, and allows himself therein, is guilty in effect of breaking the whole Law : for he despises God’s Authority ; and if he meets with the same Temptation, will commit any other Sin.","Eshyn ta jeh e yoin jannoo peccah ayns un phoint, as lowal da hene dy hannaghtyn ayn, te chiart whooish oolee as dy brishagh Eh yn slane leih : Son te soiaghey beg jeh Pooar Yee ; as my veetys Eh rish ny miolaghyn cheddyn, nee Eh peccah er bee elley y yannoo.",,67,48,
"And as is commonly and truly said in this Case, one Stab, though but with a Pen-knife, may wound a Man as mortally as twenty Thrusts with a Sword ; so one Sin loved and delighted in, may damn a Man’s Soul as well as a thousand ; James ii. 10.","As myr te dy cadjin as dy firrinagh er ny ghra ayns y chooish shoh, foddee un vroddagh, ga jeant lesh skin veg, e ghooin-baaish y chur da dooinney chiart cha fondagh as yinnagh feeid seigh[28] dy chliwe ; myr shen foddee un pheccah ta graih er ny choyrt da as taitnys goit ayn, annym dooinney y gheyrey gys niurin, chiart cha mie as oddys thousane ; Jamys ii. 10.",,67,48,"[28] Kelly: ‘SAIH, SAIHD, s. a stab.’ In Cregeen’s dictionary this word is spelt ‘seiy, s. m. a push or shove, a thrust’, and is confused with seiy v. ‘mix, stir, agitate’, seigh n. ‘a mix or stir’. Saih and seiy are distinct etymologically (saih < OIr. sádud ‘a thrust’; seiy < OIr. súathad ‘act of kneading, mixing’), and probably in pronunciation."
"Having thus endeavoured briefly to remove your Objections and Mistakes, I do now again in the last Place, come to enforce my Exhortation that you would seriously and stedfastly resolve to cast away every Sin, and most entirely devote yourselves to the leading such a godly, righteous and sober Life, as you are bound to by your Christian Baptism.","Lurg dou myr shoh ve er n’yannoo my phaart ayns focklyn giarrey dy chur gy lhiattee ny oddagh shiu y loart noi’n ynsagh shoh as noi ny pointyn ayndoo oddagh shiu ve mollit, ta mee nish reeisht, ayns yn ynnyd s’jerree, cheet ny sodjeh dy niartaghey  my choyrle, dy jinnagh shiu dy imneagh as dy shickyr kiarrail dy chur cool rish dy chooilley pheccah, as dy slane shiu hene y chur seose dy leeideil leid y Vea chrauee, ynrick as sheelt shen, as ta shiu kainlt huggey liorish nyn Mashtey Creestee.",,67,48,
"If you are in dispute with yourselves whether you should resolve upon it, pray look over the Arguments before laid down, and ponder them in your Minds ; and then certainly you cannot but own, that I persuade you to nothing but what is very just and reasonable, and every Way for your greatest Good : And if you are convinced of this, then proceed forthwith to this pious Resolution, without trifling or delaying.","My ta shiu ec streeu riu hene lhisagh shiu dy shickyr kiarrail shoh ’yannoo mannagh lhisagh, guee-ym erriu jeagh-jee harrish ny resoonyn va roie er nyn goyrt shees, as smooinee-jee dy dowin orroo ayns nyn aigney ; as eisht cha vod shiu son shickyrys agh goaill-rish, nagh vel mee coyrlaghey shiu gys veg agh ny ta feer chairagh as resoonagh as er dy chooilley aght son y vie smoo eu : As my ta shiu credjal shoh, eisht gow-jee er nyn doshiaght chelleeragh gys y chiarrail chrauee shoh, fegooish meerioose ny lhiggey-shaghey.",,68,48,
"The sooner you do it, the safer it is, and the better for you.","Myr sleaih nee shiu eh, sauchey te, as share er nyn son.",,68,48,
"Do not go on in Sin at present on a Pretence that you will repent hereafter, when you are older, or when you come to lie on a Sick or Death-bed.","Ny gow-jee er nyn doshiaght ayns peccah ec y tra t’ayn, liorish lhiggey erriu dy gow shiu arrys ny lurg shoh, tra vees shiu ny shinney, ny tra hig shiu dy lhie er lhiabbee dy hingys ny er y lhiabbee vaaish.",,68,48,
"Do not put off the great Business of Life to the End of your Days, when you are not sure of Time or Strength, or of God’s Assistance or Acceptance of you.","Ny cur-jee shaghey ard obbyr nyn mea gys jerrey nyn laghyn, tra nagh vel shiu shickyr jeh traa ny niart, ny jeh cooney veih Jee ny soiagh ve jeant jeu liorish.",,68,48,
Do not plead the Example of the Thief upon the Cross : For his Case was nothing like yours that have long enjoyed the Offers of Grace and Mercy ; ,"Ny smooinee-jee dy vel y maarliagh er y chrosh dy ve ny hamplere diuish : Son cha row’n chooish echey veg goll-rish y chooish eauish, ta son earish liauyr er n’gheddyn chebbyn dy Ghrayse as dy Vyghin.",,68,48,
"if now from this present Time you will heartily and sincerely return to God, you have no Reason to despair of his Mercies, how many and great soever your Sins have been : But if you persist still in Sin, presuming upon God’s Mercy hereafter, you have just Cause to fear, that this bold Presumption, and horrid Abuse of God’s Grace, may end in your eternal Ruin and Damnation.","My nee shiu nish veih’n eer traa shoh dy creeoil as dy firrinagh chyndaa gys Jee, cha vel veg y resoon eu dy vee-hreishteil er e vyghinyn, lig da nyn beccaghyn v’er ve whilleen as whooish as sailloo : Agh my ta shiu kinjagh goll er nyn doshiaght ayns peccah, jannoo daanys er Myghin Yee ny lurg shoh, ta oyr fondagh eu dy ghoaill aggle, dy vod y daanys vooar, as y soiagh beg atchimagh  shoh jeh Grayse Yee, jerrey y ghoaill ayns nyn doyrt-mow as coal-anmey son dy bragh.",,68,49,
"But if you are willing now speedily to enter upon this Resolution and Purpose, then let me in a few Words farther direct you by what Means you may render it firm and lasting, and be best enabled to perform the same.","Agh my ta shiu booiagh nish dy lea thoshiaght y yannoo er y chiarrail as y smooinaght shoh, eisht lig dou ayns focklyn giarrey coyrle sodjey chur diu kys dy yannoo’n chiarrail as y smooinaght cheddyn shickyr as beayn, as kys share oddys shiu ve er nyn niartaghey dy chooilleeney’n chooid cheddyn.",,69,49,
"I. And first, I would advise you to take the next Opportunity to confirm this holy Resolution, at the Table of the Lord.","I. As hoshiaght, choyrl-in shiu dy ghoaill yn chied chaa dy niartaghey’n chiarrail chrauee shoh, ec Boayrd y Chiarn.",,69,49,
There solemnly renew your Baptismal Vow.,Ayns shen jean-jee dy crauee nyn Mreearrey Bashtey y yannoo ass y noa.,Ayns shen jean-jee dy crauee nyn Mreearrey Bashtey y yannoo ass y oa.,69,49,
"Dedicate and give up yourself to God the Father, Son and Holy Ghost ; renouncing the Devil, the World and the Flesh, and all those wicked Ways they would draw you to, more especially those Sins which you have been formerly most guilty of.","Jean-jee shiu hene y chasherickey as y choyrt seose gys Jee yn Ayr, y Mac, as y Spyrryd Noo ; treigeil y drogh Spyrryd, y Seihll as yn Eill, as ooilley ny aghtyn mee-chrauee hayrnagh ad shiu huc, er-skyn ooilley ny peccaghyn shen ta shiu roie er ve kyndagh jeu.",,69,49,
"Henceforth let the Lord Jesus, that bought you with his Blood, be taken for your only Lord and Master, to govern you by his Spirit, and by his Laws, as ever you desire and hope to be saved by his Death and Resurrection.","Maghey shah lig da’n Chiarn Yeesey, chionnee shiu lesh e ooill, ve goit son nyn ynrycan Chiarn as Mainshtyr, dy reill shiu liorish e Spyrryd, as liorish e Leihaghyn, myr ta shiu dy bragh geearree ny treishteil dy ve er nyn sauail liorish e Vaase as e Irree-seose-reeisht veih ny merriu.",,69,49,
"And use frequently to think of this solemn Engagement, after you have made it : That it may have due Force upon you, when you are tempted to revolt to any wicked Practice.","As cliaght-jee dy mennick smooinaghtyn er y ghialdyn crauee shoh, lurg diu v’er n’yannoo eh ; dy vod bree cairal y ve echey erriu, tra ta shiu miolit dy hyndaa reeisht gys cliaghtey mee-chrauee erbee.",,69,49,
"Often repeat the same, betwixt God and your own Soul : and especially renew it by frequent Attendance on the Holy Communion, there seek for Grace and Strength from God to walk in his holy Ways stedfastly and constantly.","Dy mennick jean-jee yn gialdyn cheddyn eddyr Jee as nyn Anmeenyn hene : As er-skyn ooilley jean-jee eh ass y noa liorish dy mennick cheet gys y Chreestiaght chasherick, ayns shen shirrey son Grayse as Niart veih Jee, dy immeeaght ayns e raadjin dy shickyr as dy kinjagh.",,69,49,
"II. But that brings me to a second Direction, That you should not resolve upon all this in a Confidence of your own Strength, but in a most humble Dependence on the Grace of God, which he is ever willing to bestow on such as seek it earnestly in the Way He has appointed, by a due Attendance on the Means of Grace, the Word, Prayer and Sacraments.","II. Agh ta shen cur lesh mee gys y nah choyrle, nagh lhisagh shiu ooilley shoh y chiarrail ayns treishteil gys nyn niart hene, agh ayns barrant feer imlee er Grayse Yee, te dy bragh booiagh y ghiootal  orroosyn ta dy creeoil shirrey eh ayns yn aght te er phointeil, liorish tendeil chinjagh er ny saasyn dy Ghrayse, yn Goo, Padjer, as Sacrament.",,69,49,
"Wherefore, as you have Opportunity, attend carefully to the reading and hearing of his Word, and hide it in your Heart, that you may not sin against Him.","Shen-y-fa, myr ta caa eu, cur-jee tastey dy kiarralagh da lhaih as clashtyn rish e Ghoo, as follee-jee eh ayns nyn Gree, nagh jean shiu peccah y yannoo ny oi.",,70,49,
"And be very much in Prayer to God for his Holy Spirit, to be given you through  his Son Jesus, who will powerfully intercede for you, and make good his Promises to humble and devout Supplicants, Luke xi. 13. John xvi. 23, 24.","As bee-jee dy mennick ec Padjer gys Jee son e Spyrryd Casherick, dy ve er ny choyrt diu trooid e Vac Yeesey, nee dy pooaral loart rish Jee er nyn son, as e Ghialdynyn y yannoo mie dauesyn ta dy imlee as dy crauee jannoo Padjer huggey, Luke xi. 13. Ean xvi. 23, 24.",,70,49,
"Whenever you are in Danger, and are assaulted by any Temptation to Sin, or are backward to what is good, then especially pray fervently for quickening and strengthening Grace, and your Prayers shall not be in vain.","Cre erbee’n tra ta shiu ayns gaaue, as soiaghey jeant erriu liorish miolagh erbee gys peccah, ny ta shiu neu-arryltagh dy yannoo shen ta mie, eisht er-skyn ooilley gou-jee Padjer yeean son Grayse dy vioghey as dy niartaghey shiu, as cha bee nyn Badjeryn ayns fardail.",,70,50,
"III. To your Prayers add constant Watchfulness over yourself at all Times, and in all Places and Companies.","III. Marish nyn Badjeryn freill-jee arrey kinjagh harrishtiu hene ec dy chooilley Hra, as ayns dy chooilley Ynnyd as Sheshaght.",,70,50,
"Watch over your Thoughts themselves, and over your Words and Actions.","Watch-jee harrish nyn eer Smooinaghtyn hene, as harrish nyn Nghoan as nyn Nyannoo.",,70,50,
"Satan is ever watching to deceive us, and there are many Snares and Dangers in all our Ways, and we have corrupt Natures, and treacherous Hearts, and therefore had need to be very watchful, to avoid all Occasions of Sin, as much as possible, and to suppress the very first Beginnings.","Ta Noid ny Hanmey kinjagh imneagh dy volley shin, as ta ymmodee ribbaghyn as dangereyn ayns ooilley nyn raadjin, as ta dooghys neu-ghlen ain, as creeaghyn molteraght, as shen-y-fa ta feme ain ve feer tastagh, dy hea veih dy chooilley oyr peccah, whooish as oddys y ve, as dy phlooghey eer thoshiaght peccah.",,70,50,
"Think beforehand what Temptations you are like to meet with, and fortify yourself against what you cannot shun.","Smooinee-jee ro-laue cre ny miolaghyn ta shiu laik meeteil roo, as niartee-jee shiu hene noi nyn leid as nagh vod shiu chea vou.",,70,50,
"Do not wilfully run into Danger ; especially, beware of bad Company, by which many are drawn back to their former Looseness.","Ny roih-jee jeh nyn yoin ayns dangere ; er-skyn ooilley bee-jee tastagh jeh drogh heshaght, lioroo ta ymmodee er nyn gleynaghey reeisht gys ny peccaghyn v’ad cliaghtey cur roo.",,70,50,
"Be not led away by their Counsel or Example, nor be discouraged by their Jeers and Censures.","Ny bee-jee er nyn leeideil er shagh’ryn liorish y choyrle ny’n samplere oc, ny cha-moo bee-jee er nyn goyrt ass cree liorish y chraid as ny scammyltyn oc.","Ny bee-jee er nyn leeideil er shagh’ryn liorish y choyrle ny’n samplere oc, my cha-moo bee-jee er nyn goyrt ass cree liorish y chraid as ny scammyltyn oc.",70,50,
"Use often to look back upon your Actions, and if you have been drawn into any wilful Sin, do not make a light Matter of it, nor yet despair of Pardon, if you be truly penitent.","Cliaght-jee dy mennick dy yeaghyn back er nyn obbraghyn hene, as my ta shiu er ve cleynit dy roih ayns peccah erbee jeh nyn yoin, ny smooinee-jee dy nee cooish fardalagh eh, ny cha-moo jean-jee mee-hreishteil jeh pardoon, my ta shiu dy firrinagh arryssagh.",,71,50,
"Wherefore speedily and earnestly betake yourself to God by true Repentance, begging Mercy for Christ’s sake, and more Grace to strengthen and assist you.","Shen-y-fa, chyndaa-jee dy lea as dy creeoil gys Jee liorish arrys firrinagh, guee son Myghin er Graih Chreest, as son ny smoo dy Ghrayse dy niartaghey as dy chooney lhieu.",,71,50,
"Renew your Purposes for Amendment of Life, and set your Watch more strictly for the future.","Jean-jee ass y noa nyn ghialdynyn dy lhiasaghey nyn mea, as bee-jee ny s’imnea-ee son y tra ry heet.","Jean-jee ass y noa nyn ghialdynyn dy lhiasaghey nyn mea, as bee-jee ny s’imea-ee son y tra ry heet.",71,50,
"IV. To quicken and engage you to this Watchfulness, remember that Almighty God is ever present with, and observes all your Ways, and takes great Delight in your Piety and Holiness, but is of purer Eyes than to behold the least Iniquity with any Pleasure.","IV. Dy ghreinnaghey as dy chiangley shiu gys yn imnea shoh, cooinee-jee dy vel Jee ooilley-niartal dy bragh kionfenish meriu, as fakin ooilley nyn raadjin, as goaill boggey mooar ayns y chraueeaght as y chasherickys eu, agh te jeh sooillyn s’glenney na dy yeaghyn er y vee-ehairys sloo lesh veg y thaitnys.",,71,50,
"Wherefore, always walk as in the Presence of this Holy God, whether you are alone, or in Company.","Shen-y-fa, immee-jee kinjagh myr ayns fenish yn Jee Casherick shoh, edyr shiu ve nyn lomarcan ny ayns sheshaght.",,71,50,
"V. Think often how near you stand to another World, and what an Account you must give to God, of all your Deeds done in the Body : and so live now, as will be most for your Comfort at Death and Judgment.","V. Smooinee-jee dy mennick cre cha faggys as ta shiu shassoo da seihll elley, as cre’n coontey shegin diu choyrt da Jee, jeh ooilley nyn obbraghyn ta jeant ayns y challin ; as jean-jee myr shen beaghey nish, myr smoo vees son y gerjagh eu ec Baase as Briwnys.",,71,50,
"When the Profits and Pleasures of Sin entice you, compare them with the eternal Joys which they will deprive you of, and with the eternal Torments they lead to.","Tra ta vondeishyn as eunyssyn peccah dy chleynaghey shiu, jean-jee ad y holaghey rish y vaynrys veayn nee ad y ghoaill veu, as rish y torchagh veayn t’ad leeideil huggey.",,71,51,
"Think whether ever any Man, by sinning against God, did gain somewhat that is better than Heaven, or that is worth going to Hell for.","Smooinee-jee ren rieau dooinney erbee liorish peccah y yannoo noi Jee, red ennagh y chosney ta ny share na niau, ny ta feeu goll gys niurin er y hon.",,71,51,
"Let Eternity be very much in your Thoughts, and the fading Vanities of this World will have little Esteem with you.","Lig da’n vea veayn ve dy mooar ayns nyn smooinaghtyn, as cha vooar choontys shiu jeh nhee’ghyn fardalagh y theihll shoh.",,71,51,
"Often ponder these weighty Words of our blessed Saviour, What will it profit a Man to gain the whole World, and lose his own Soul ? Or what shall a Man give in exchange for his Soul ? Mark viii. 36. iii. 37.","Dy mennick smooinee-jee dy dowin er ny goan shoh loar nyn Saualtagh bannit ta whooish lhie orroo, Cre’n vondeish vees ec dooinney  dy chosney’n seihll ooilley, as e annym hene y choall ? ny cre nee dooinney y choyrt ayns coonrey son e annym ? Mark viii. 36. ",,71,51,
"Lastly, Instead of more Direction, let me advise you to acquaint yourself with your Minister, and consult him in the great Concernment of your Soul, as Men are wont to do the Lawyer and the Physician in matters that concern their Bodies and Estates.","Er jerrey, ayns ynnyd ny smoo dy choyrlyn elley, lig dou shiu y choyrlaghey dy yannoo ainjys rish y Taggyrt eu, as gow-jee e choyrle mychione stayd nyn annym ta whooish lhie er, myr ta sleih cliaghtey loart rish y Leihder as y Lhee ayns cooishyn ta bentyn da nyn gallinyn as nyn gooid.",,72,51,
"Do not think it enough to hear his Sermons in public, but take Advice from him in private, and open to him the State and Case of your Soul, so far as may enable him to give such Directions as are most proper to your Condition.","Ny smooinee-jee dy vel eh dy liooar dy chlashtyn y Sharmane echey ec y Cheell, agh gow-jee e choyrle er lheh, as cur-jee fyss da er stayd nyn annym, choud shen as ver ’sy phooar echey dy chur leid y choyrle shen diu as vees mie son y chondition eu.","Ny smooinee-jee dy vel eh dy liooar dy chlashtyn y Sharmane echey ec y Cheell, agh gow-jee e choyrle e lheh, as cur-jee fyss da er stayd nyn annym, choud shen as ver ’sy phooar echey dy chur leid y choyrle shen diu as vees mie son y chondition eu.",72,51,
"This especially you ought to do, when you first make Entrance upon an holy Life, and do first address yourself to the Holy Communion ; or when you are under any great Doubts, and Trouble of Mind, and are vexed with sore Temptations either of one sort or other ; or when you are set upon by such that would draw you away from your Church, either to Popery, or to any other Sect amongst us ; then presently betake yourself to your Minister : And in these or the like Cases take Direction from him, and be sure to follow his wholesome Counsel, and desire his Prayers to God for you.","Shoh harrish ooilley lhisagh shiu ’yannoo, tra ta shiu goll mish thoshiaght y yannoo er Bea chrauee, as ta shiu hoshiaght geddyn shiu hene aarloo dy gholl gys y Chreestiaght chasherick ; er nonney tra ta shiu ayns dooyt mooar erbee as seaghyn aigney, as torchit lesh miolaghyn dowil jeh sorch ny sorch ennagh ; er nonney tra ta soiaghey jeant erriu lioroosyn bailloo shiu y chleynaghey veih’n Cheell eu hene, edyr gys Keell y Raaue, ny gys Credjue erbee elley ny mastey ain ; eisht chelleeragh gou-jee reau gys y Taggyrt eu : As ayns ny cooishyn shoh ny nyn leid elley gow-jee’n choyrle echyssyn, as bee-jee shickyr dy eiyrt er y choyrle slayntoil echey, as yeearree-jee e phadjeryn gys Jee er nyn son.",,72,51,
"I know in large Parishes, Ministers are not able to have a particular Knowledge of every Person ; but yet all that know the Worth of Souls, and the Price that was paid for them, will be ready to give Attendance to the meanest of their People, that shall apply themselves to them for Advice and Comfort, and will be glad of all Opportunities to promote the Honour and Interest of their Saviour, and the Good of precious Souls committed to their Care.","Ta fyss aym ayns skeeraghyn mooarey, nagh vod enney er lheh ve ec Saggyrtyn er dy chooilley phersoon ; agh ny-yeih adsyn ooilley ta toiggal oc cre sheeagh anmeenyn, as tushtagh jeh’n leagh va eeckit er nyn son, vees aarloo dy hendeil er yn ayrn s’boghtey jeh’n pobble oc nee cheet huc son coyrle as gerjagh, as bee ad gennal jeh dy chooilley cheayrt yiow ad caa dy chur onnor as cosney nyn Saualtagh er y  hoshiaght, as foays ny anmeenyn deyr t’er nyn goyrt fo’n chiarrail oc.",,72,51,
"And thus have I as plainly and as fully as I well could in so little room, directed you in that holy Way which leads to eternal Glory ; and have shewn you what great Reason you have to walk in that Way, and to continue therein to the End.","As myr shoh, ayns aght cha aashagh as cha fondagh as oddin ayns cha beg dy room, ta mee er ve cur tushtey diu jeh’n raad casherick shen ta leeideil gys Gloyr vees dy bragh beayn : as er hoilshaghey diu cre’n resoon mooar t’eu dy immeeaght ayns y raad shen, as dy hannaghtyn ayn gys jerrey nyn seihll.",,73,52,
"As to those who desire larger Directions, next to the holy Scriptures (which I beseech you to read frequently with Humility and Seriousness, especially the New Testament) ","As yinnin ny sodjey choyrlaghey dy chooilley phersoon er lheh, dy kiarralagh as dy mennick dy lhaih ny Scriptyryn casherick lesh injillid as smooinaghtyn dowin, er-skyn ooilley yn Conaant Noa ; ",,73,52,
"[30]next to them, I shall refer you only to that pious and most useful Book, The Whole Duty of Man.",,,73,52,[30] The Manx omits this and the following paragraph suggesting possible book purchases.
"And I heartily wish that every poor Family in the Kingdom was furnished with one of those Books, together with a Bible and Common-Prayer Book, which might all be purchased for much less than five Shillings : And therefore it is great Pity they should be any where wanting.",,,73,52,
"Though, alas ! I know there are many Families of poor People, where none of them can read, and so Books to them are useless.","ga, s’mooar y treih eh! shione doos ymmodee dy Lughtyn-thie boghtey, raad nagh vod annane oc lhaih.","ga, smooar y treih eh! shione doos ymmodee dy Lughtyn-thie boghtey, raad nagh vod annane oc lhaih.",73,52,
Great Charity therefore it would be for rich Landlords and Gentlemen to see that the Children of their poor Tenants and Neighbours be put out to School ; ,"Shen-y-fa veagh eh Giastylys vooar da ny Berchee dy ghoaill kiarrail dy beagh Cloan y Tannys as ny Naboonyn boghtey oc er nyn goyrt gys Schoill, as dy voddagh annane, ec y chooid sloo, ayns dagh Lught-thie ve ynsit dy lhaih : [31]",,73,52,"[31] The Manx expands here the purpose of sending children to school, namely, so that at least one in every family might be able to read; then, in the following sentence, rather than Bibles, ‘parts of Scripture in the vernacular’ are mentioned. By 1763, when FRC was published, not even the Gospels and Acts were yet available in Manx, though they were in readers’ hands some four months later."
"and then to bestow, at least, Bibles upon them, that the Knowledge of God and Religion may be promoted amongst them ; which would greatly make for the Good and Welfare both of Church and State.","as eisht, lurg ayrnyn ennagh jeh Goo casherick Yee ve er ny choyrt daue ’sy ghlaare oc hene, dy vod Tushtey dy Yee as dy Chredjue v’er ny choyrt er y hoshiaght ny mastey oc ; shoh yinnagh mooarane Mie as Foays y yannoo ayns Theay as Aglish.",,73,52,
"For though brain-sick Opinions, and false Principles, may make Men proud and headstrong, and troublesome to their Governors ; yet, solid Knowledge, and sincere Godliness, will make Men humble and meek, quiet and peaceable, obedient to Magistrates and Ministers, full of Charity to their Neighbours, and ready to every good Work.","Son ga dy vod Smooinaghtyn mee-cheeallagh, as Credjue molteragh, sleih y yannoo moyrnagh as creoi-wannallagh, as boiragh da nyn Reilltee ; ny-yeih nee Tushtey fondagh, as Craueeaght firrinagh, sleih y yannoo imlee as meen, feagh as sheeoil, biallagh da Fir-oik as Saggyrtyn, laane dy Ghiastylys da nyn Naboonyn, as arryltagh gys dy chooilley Obbyr vie.",,73,52,
"And I am sure an Encrease of this truly religious Temper would be one of the greatest Blessings that can be bestowed upon this Earth, and would settle Kingdoms, Towns and Families, in Peace and Concord, which almost every where are divided amongst themselves, as well as against one another.","As ta mee shickyr jeh dy ragh leid yn ymmyrkey firrinagh crauee shoh ny smoo er y hoshiaght, dy beagh eh annane jeh ny Bannaghtyn smoo oddagh ve giootit er y thalloo shoh wass, as yinnagh eh Reeriaghtyn, Baljyn as  Lughtyn-thie, y chummal ayns Shee as Cordail, ta faggys ayns dy chooilley ynnyd ec streeu ny mastey oc hene, cha mie as noï ry oï.",,73,52,
"And by such blessed Effects of true Religion, something of Heaven would be brought down upon Earth, and our Souls would be well fitted for Heaven, when we are called off from this Earth, into those happy Regions above, where there is nothing else but Peace and Holiness, and Love and Joy.","As liorish leid ny Messyn bannit shoh jeh Credjue firrinagh, veagh red ennagh jeh Niau er ny chur lesh neose er y thalloo, as veagh ny anmeenyn ain dy mie kiarit son Niau, tra vees mad er nyn eamagh veih’n Thalloo shoh wass gys ny Ardjyn bannit shen er yn Yrjey, raad nagh vel veg arragh agh Shee as Craueeaght, as Graih as Gerjagh.",,74,52,
"And may it please God to bless these plain and short Instructions for the enlightening any Mind with that Wisdom from above, which is thus pure and peaceable, then shall I obtain my Design, and have great Cause to be thankful.","As dy gooidsaave lesh Jee e Vannaght y choyrt er y choyrle aashagh as yiare shoh son dy hoilshaghey Aigney erbee lesh y Chreenaght shen veih’n Yrjey, ta myr shoh glen as sheeoil, eisht you-yms shen ny va mee kiarrail, as bee oyr vooar aym dy ve booisal.",,74,52,
"And that the Reader may join with me in these Wishes, I have annexed hereto a Prayer for Grace to lead an holy Life.","As son y vondeish sodjey ocsyn nee yn lioar shoh y lhaih, ta mee er scrieu Padjeryn son Moghrey as Fastyr, chammah son Persoon er lheh as son Lught-thie, oddys ’ve shirveishagh dy chummal seose leid yn Ennaghtyn arrymagh shen jeh’n Jee dy bragh bannit er ny aignaghyn ocsyn nee ymmyd cooie y yannoo jeu, as nee ad y lhiettal (trooid Grayse Yee) veih roih ayns peccah jeh nyn yoin, as ver orroo ve kiarralagh dy leeideil leid y Vea chrauee, ynrick, as sheelt shen as vees cooie son Chreesteenyn.[32]",,74,53,"[32] The Manx is expanded here because, in Yn Fer-Raauee Creestee, after the graces and short prayers that follow, four different prayers are printed, one each for Morning and Evening, for an individual in private, and for a family, distributing among the last three of them parts of Rawlet’s ‘Prayer for the Assistance of God’s Grace in order to the leading an holy Life’ that follows after the graces and short prayers in The Christian Monitor."
"And if he will but add diligent Endeavours to frequent and fervent Prayers, neither his Labour nor mine will be in vain, through the Grace and Blessing of Almighty God, from whom comes every good and perfect Gift ; to whom be given all Honour and Glory, both now and for ever. Amen.","As my nee ad agh dy imneagh jannoo ny t’ayns nyn booar, marish goaill Padjer dy mennick as dy creeoil, cha-moo vees y Laboraght ocsyn ny’n Laboraght ayms ayns fardail, trooid Grayse as Bannaght Yee ooilley-niartal, veih ta dy chooilley Ghioot mie as firrinagh cheet, huggey dy row er ny choyrt dy chooilley Ooashley as Gloyr, chammah nish as dy bragh. Amen.",,74,53,
,PADJERYN,,75,53,
A Grace before Meat.,Oltagh roish Bee.,,75,53,
"O Lord, we beseech thee forgive us all our Sins, and bless us and these thy good Creatures for our Use : and help us to love and serve thee, the Giver of all Good, for Jesus Christ his sake. Amen. ","O Hiarn, ta shin guee ort leih dooin ooilley nyn Beccaghyn, as cur dty Vannaght orrinyn as orroo shoh dty Chretooryn mie son yn ymmyd ain : As cooin lhien dy chur graih dhyt as dy hirveish oo, yn Fer-toyrt dy chooilley Vie, er Graih Yeesey Creest. Amen.","O Hiarn, ta shin guee ort leih dooin ooilley nyn Beccaghyn, as cur dty Vannaght orrinyn as orroo shoh dty Chretooryn mie son yn ymmyd ain : As cooin lhien dy chur graih dhyt as dy hirveish oo, yn Fer-toyrt dy dy chooilley Vie, er Graih Yeesey Creest. Amen.",75,53,
A Grace after Meat.,Oltagh lurg Bee.,,75,53,
