Manx,English,Diplomatic,Notes
"     “Ta,” dooyrt Theodora, “ta ooilley shen yn irriney. Ren E goaill shiu voish oghrish nyn Moir, er yn oyr, foddee eh ve, nagh row mee kiarailagh dy liooar jiu, ayns my lambanid, as nagh row mee coyrlaghey shiu dy liooar dy yannoo yn aigney Echey. Agh t’Eh er chur shiu dou reesht, dy vod shiu ve my chooney ayns my henn eash, as dy ve oyr dy vaynrys, as gerjagh, da’n slane çheer. Bee shiu nish nyn Ard-reiltagh as yn Ainle vees goaill kiarail jeem. Ooilley ny ta’n Jee mie jannoo, t’eh ayns creenaght, as ayns graih. Bannit dy row yn ennym Echey.” As ren ooilley yn sleih va kionefenish çhyndaa booise gys Jee, son ny obbraghyn yindyssagh t’eh dy yannoo son cloan gheiney. ","     “Yes,” said Theodora, “all that is the truth. He took you from the bosom of your mother, because, perhaps I wasn’t careful enough of you, in my weakness of youth, and I wasn’t advising you enough to do His will. But He has sent you to me now, so that you can be my help in my old age, and to be a reason of happiness, and comfort, for the whole country. You will now be a monarch, and the angel who will take care of me. All that the good God does is in wisdom and truth. Blessed be His name.” And all the people who were present returned thanks to God, for the wonderful works he does for the children of mankind. ","Ta doyrt Theodora, ta ooilley shen yn irriney Ren E ghoaill shiu voish occrysh nyn Moir, er yn oyr foddee e ve nagh row mee caarraillagh dy lioor jiu, ayns my lanbanyd. As nagh row mee coyrlaghey shiu dy lioor, dy yannoo yn aigney ec E. Agh te er chur shiu dow reesht, dy vod shiu ve my chooiney ayns my chen eash, as dy ve oyr dy vaynrys, as gherjagh, da’n slane cheer. Bee shiu nish nyn Ard reiltagh as yn Ainle vess ghooaill kaaraill jeem, Ooilley ny ta’n Jee mie jannoo te ayns chreenagh, as ayns graih. Bannyt dy row yn Ennym ec E, As ren ooilley yn sleih va kionfennish chyndaa booise gys jee, son ny obraghyn yindyssagh ve dy yannoo son chloan gheiney. ",
     Ren Monsieur de Walheim gordrail arreyder yn cheyll dy gholl as dy ghra rish y naim nagh row Theodora çheet thie gys laa ny vairagh marish e mac. Ren Theodora yeearree er unnane jeh e nabooyn dy ghoaill kiarail jeh e braar gys yinnagh ee çheet reesht. ,"     Monsieur de Walheim ordered the watchman of the forest to go and to say to his uncle that Theodora wasn’t coming home until the day after, with her son. Theodora begged one of her neighbours to take care of her brother until she would come back. ","Ren Monsieur de Wahlheim gordrail. Arreyder yn cheyll, dy gholl as dy gra rish y naym, nagh row Theodora cheet thiegys laa ny vairaghmarish y mac. Ren Theodora yeerree er unnane jeh y nabooyn, dy ghoaill kaarrail jey y braar gys yannagh ee cheet reesht. ",
"     Ny lurg shen ren Monsieur dy Walheim gordrail e ainagh dy ve currit lesh, as ren eh cooney lesh e voir dy gholl aynjee as ren eh soie sheesh rish e lhiattee, as eiyrt ayns siyr, er yn raad gys y chashtal, raad va boggey noa fieau urree. ","     After that, Monsieur de Walheim ordered the coach to be brought, and he helped his mother to get into it, and he sat down by her side, and drove in a hurry, on the way to the castle, where there was a new joy awaiting her.","Ny lurg shen ren Monsieur dy Walheim gordrail y eainagh dy ve curryt lesh. As ren e cooiney lesh y voir dy gholl aynjee as ren e soie sheesh rish y lhattee, as giyrt ayns siyr, er yn raaid gys y cashtal, raad va boggey noa feau urree, ",
"     Va Theodora goaill nearey dy heet ayns kionefenish e hinneen sy leigh ayns e garmad moal, agh cha ren Antonia cur geill da shen. Ren ee lheim ayns roihaghyn Theodora. As vee feer vaynrey dy gheddyn, ec y jerrey, moir yn heshey eck v’ee cha graighagh er. Ren Theodora keayney son boggey, as tra ren ad cur lesh nyn daa lhiannoo huic, Ferdinand as Maria, v’ee er-gerrey da goll neealloo lesh maynrys. ","     Theodora was embarrased to come into the presence of her daughter-in-law in her miserable clothing, but Antonia didn’t pay attention to that. She jumped into Theodora’s arms, and she was very happy to find, finally, the mother of the husband she loved so much. Theodora cried for joy, and when they brought their two twins to her, Ferdinand and Maria, she was narly fainting with happiness. ","va Theodora ghoaill nearey dy heet ayns kione finnish y inneen sy leih, ayns y garmod moal. Agh cha ren Antonia cur geil da shen, ren ee lhem ayns reeaghyn Theodora. As vee feer vanrey dy gheddyn ec y jerrey Moir yn sheshey ec. vee cha ghraighagh er. Ren Theodora keayney son boggey. As tra ren ad cur lesh nyn daa lhannoo hick. Ferdinand as Maria vee ergerrey da gholl neeloo. lesh maynrys. ",
"     “Va my heaghyn ayns yn traa te’r gholl shaghey erskyn goan,” dooyrt ee, agh nish ta my voggey erskyn ooilley. Cha nel mee son jannoo veg agh keayney as prayal as cur booise da’n Çhiarn.”","     “My sorrows in time gone past are beyond words,” she said, “but now my joy is above everything. I can do nothing but cry and pray and give thanks to the Lord.”","Va my heaghyn ayns yn tra te’r gholl shaghey erskin ghoan doyrt ee, agh nish ta my voggey erskin ooilley . Cha nel mee son jannoo veg agh keayney as preayl, as cur booise da’n Chiarn ",
"     Moghrey laa ny vairagh, ren Monsieur de Walheim gordrail yn ainagh, as ren eh geiyrt marish e voir gys thie e naim. Ren Theodora furriaght marish e braar gys v’eh dy slane er chouyral, as eisht haink ee dy chummal ayns cashtal e mac, son va Augustus as Antonia yeearree dy beagh ee er-gerrey daue. ","     The morning of the next day, Monsieur de Walheim ordered the coach, and he drove with his mother to the house of his uncle. Theodora stayed with her brother until he was completely better, and then she came to live in her son’s castle because Augustus and Antonia were begging that she would be close to them. ","Moghrey laa ny vairagh, Ren Monsieur de Walheim, gordrail yn ainagh, as ren e giyrt marish y voir, gys thie y naim Ren Theodora furriagh marish y Braar, gys ve dy slane er cowral, As esht haink ee dy commal ayns cashtal y mac son va Augustus as Antonia yeerree dy bagh ee ergerrey daue ",
"     Er son braar as shuyr Theodora v’er ny yialdyn daue dy beagh ad maynrey dy liooar ayns traa gerrid as er son yn traa va ry-heet. Va Monsieur de Walheim as e ven heshey vie erskyn goaill nearey jeh nyn sleih moonjerey boght, as ren ad cuirrey ad ooilley dy heet coodjagh un laa gys yn chashtal. Ayraghyn as Moiraghyn as chloan as chloan chleiney gys jinnair, as va Theodora benainshter ny cuirraghyn. ","     As for Theodora’s brother and sister, it was promised to them that they would be happy enough in a short while and for the future. Monsieur de Walheim and his good wife were above being ashamed of their poor relations, and they invited them all to come together one day to the castle; fathers and mothers and children and grandchildren to dinner, and Theodora was the mistress of invitations (hostess). ","er son braar as shuir, Theodora ve ny yoaldyn daue dy bagh ad maynrey dy lioor aynstra gerryd as er son yn tra va ryheet. Va Monsieur dy Walheim as y ven heshey vie erskin ghoaill nearey jeh nyn sleih moonjerey boght. As ren ad currey ad ooilley, dy heet cudjagh un laa gys yn cashtal. Ayraghyn as Moiraghyn as chloan as chloan chliney gys jinneer. As va Theodora ben anshter ny curraghyn ",
"     Va’n sleih mie shoh as ny dappey currit voue lesh yn reeail hooar ad, as dy row wheesh er ny yannoo jeu. Va jeirnyn dy aigney mie gennalys soilshean ayns dy chooilley hooill. Ren Augustus as Antonia geddyn magh cre va ny femeyn oc, as nyn yeearree, as cha ren ad faagail unnane jeu nagh ren ad jannoo magh. Ren dy chooilley unnane geddyn ayrn co-laik jeh’n foaltys oc, as myr shoh, ren yn jees aegey shen tayrn orroo hene graih as bannaghtyn ooilley ny cummaltee va cummal er yn stayd mooar hallooin oc hene, as haink ad dy ve oyr dy vaynrys, as taitnys daue. ","     These good people were astonished by the merriment they found, and that so much had been done for them. There were tears of goodwill and cheerfullness shining in every eye. Augustus and Antonia found out their needs, and their desires, and they didn’t leave any one of them that they didn’t satisfy. Everyone got an equal share of their hospitality, and so, that young couple drew upon themselves the love and blessings of all the inhabitants who were living on their own large estate, and they became a cause of happiness and pleasure to them. ","Va’n sleih mie shoh as ny dappey currit voo, lesh yn reeail hooar ad. As dy row wheesh er ny yannoo jiu, va jeirnyn dy aigney mie gennalys soljean ayn dy chooilley hooil. Ren Augustus as Antonia , gheddyn magh cre va ny femeyn oc. as nyn yeerreey. As cha ren ad faigaill unnane jiu nagh ren ad jannoo magh. ren dy chooilley unnane, gheddyn arn cholack jeh’n foaltys oc. As mor shoh, ren yn jees aagey shen, tarn, orroo hene, graih, as bannaghtyn, ooilley. ny cummaltee va commal. er yn stayd mooar hallooin oc hene. as haink ad dy ve, ayr dy vaynrys, as taitnys daue",
"     Va’n pictor beg voish yn cheyll er ny hoieaghey seose ayns ard shamyr yn chashtal ayns boayl cronnal dy voddagh ad ooilley goaill baght jeh.  “Bee dooin son cowrey,” dooyrt eshyn, “dy hreishteil shin hene gys kiarailys Yee, as dy choyrt booise da son ooilley e obbraghyn yindyssagh son cloan gheiney.","     The little picture from the forest was set up in a main room of the castle in a conspicuous place so that they all could view it. “It will be, for us, a sign,” he said, to trust ourselves to God’s plan, and to give thanks to him for all his wonderful works for the children of mankind. ","Va’n pictor beg voish yn cheyll, er ny hoieaghey seose, ayns ard chemyr yn cashtal. ayns boayl cronnal dy voddagh ad ooilley ghoaill bagh jeh.  Be e doin son cowrey, doyrt eshyn, Dy chreishteil shin hene gys kaarrailys Yee. As dy churt booise da son ooilley y obraghyn yindysagh son chloan gheiney ",
"      Myr shoh ta jerrey er skeeal yn lhiannoo caillit, as t’eh feer yindyssagh cre wheesh dy heaghyn as ta çheet er paart dy sleih, as paart elley nagh vel geddyn agh feer veg.","     This is how the story of the lost child ends, and it is really wonderful how much sorrow comes upon the portion of some people, and others who only get a very little. ","Mor shoh ta jerrey er skeeal yn lhannoo callyt As te feer yindysagh cre wheesh dy heaghyn as ta cheet er arn paart dy sleih, as paart elley nagh vel gheddyn agh feer veg. ",
"     Scruit liorish Edwd Faragher er yn chiarroo laa jeh yn cheid vee jeh’n yeurey, ayns y vlein hoght cheead yeig kiare feed as nuy jeig.","     Written by Edward Faragher, on the fourth day of the first month of the winter (November), in the year eighteen hundred and ninety-nine.","Scriuit liorish Edwd Faragher er yn kairroo la jeh yn ched vee jeh’n geurey, ayns y vlein hoght cheead yeig kiar feed as nee jeig",
