Manx,English,Notes,Page,Manx Original,English Original
Coyrle ghyiare as aashagh couyr y Chreestiaght Chasherick y ghoaill dy feeu. ,Short and Plain Directions for the worthy receiving of the Lord’s Supper.,,19,,
"TRA ta er ny insh dy vel Shibber y Chiarn dy ve er ny hirveish, gow kiarrail nagh jyndaa oo dty ghreem rish. ","WHEN Notice is given that the Lord’s Supper is to be administered, resolve not to turn your Back upon it.",,19,,
"Son dy vel Yeesey Creest er chur Saarey dooin, Er yn aght shoh, dy reayll seose cooinaghtyn y Vaase echyssyn, Luke xxii. 19. ","Because Jesus Christ hath commanded us, Thus to keep up the Remembrance of his Death, Luke xxii. 19. ",,19,,
"As son dy nee shoh’n ynrycan Gerjagh t’ec Peckee, son trooid credjue ayns e ooill ta shin geddyn leih son nyn beccaghyn, as ta shin jeant nyn sheshaghyn ayns Eiraght Reereeaght Niau. ","And because this is the only Comfort of Sinners ; For through Faith in his Blood we obtain the Pardon of our Sins, and are made Partakers of the Kingdom of Heaven.",,19,,
Agh eisht shegin dhyt smooinaght cre’n aght oddys oo yn Chreestiaght shoh y ghoaill dy feeu. ,But then you must consider how you may receive this Sacrament worthily.,,20,,
"As er son foddee nagh vel coyrle erbee arragh ayd, dy eiyrt er agh shen t’er ny choyrt, tra te er ny insh dy vel Creestiaght dy ve ayn, Lhiasagh oo geaishtagh dy imneagh rish y choyrle shen, liorish t’an raad as ny saasyn ooilley dy yannoo oo hene aarloo son Board y Chiarn, er ny ynsagh dhyt. ","And, because it may be you have no other Helps beside the Direction given, when you have Notice of the Sacrament, you should hearken diligently to that Exhortation, by which you are fully taught the way and means of preparing your self for the Lord’s Table.",,20,,
"As eisht smooinee dy dowin aynyd hene, ","And then seriously consider with your self,",,20,,And then seriously consider with your self.
"1. Vel oo dy jarroo gyeearree as jannoo whooish as oddys oo, dy haauail dt’annym. ","1. Whether in truth you desire and will do your best, to save your Soul.",,20,,
"2. Vel oo kiarralagh nagh jean oo red erbee ta dty Chooinsheanse hene, ny Goo Yee, goardagh dhyt gyn y yannoo. ","2. Whether you resolve not to do any thing, which your own Conscience, or God’s Word, forbid you.",,20,,
"3. Jean oo streeu noi ny peccaghyn shen, ayndoo t’ow roa aarloo dy huittym, liorish chea veih Miolaghyn, as guee son grayse dy gheddyn barriaght orroo. ","3. Whether you will strive against those Sins which you are most apt to fall into, by avoiding Temptations, and praying for Grace to overcome them.",,20,,
"4. Jean oo ooilley’n lhiasaagh oddys oo daauesyn ta oyr oc dy phlaint ort, ny daauesyn t’ow er nyannoo aggair. ","4. Whether you will make what Satisfaction you can to such as have Reason to complain of you, or have been injured by you.",,20,,
"5. Vel oo aarloo dy leih, as dy chur graih, as dy yannoo mie, da feallagh elley, faikin dy vel Jee er ny ve cha mie as cha dooie dhyts. ","5. Whether you are ready to forgive, and love, and do good to others, since God is so good and kind to you.",,20,,
"6. As er jerrey ooilley, jeagh, vel oo cur dty slaane treishteil ayns Myghin Yee, son graih Baase Chreest, as vel oo booisal er eh hon. ","6. And lastly, whether you wholly depend upon the Mercy of God, for the Sake of Christ’s Death, and are thankful for it.",,20,,
"Nish, my t’ow gennaghtyn dty Chree soit myr shoh, eisht ayns ennym Yee gow gys y Chreestiaght. ","Now, if you find your Heart thus disposed, then, in God’s name, go to the Sacrament.",,20,,
"Agh bee shickyr dy gooinee oo er ooilley ny t’er ny ghra as er ny yannoo ayns shen, as ynsee shen dty churrym dhyt, as cooinee eh lhiat ’ve craauee.","But be sure to mind all that is said and done there ; and that will teach you your Duty, and help to make you devout.",,21,,
"Shen-y-fa, tra ta coyrle er ny choyrt dhyt dy chooinaght er ny Boghtyn, as Chiaglym jeant er nyn son, eaisht rish cre ny gialldynyn mooar ta Jee er yannoo daauesyn ta giastalagh, as kiare dy chur red ennagh lurg dty phooar, as creid nagh bee eh caillit. ","When therefore you are exhorted to remember the Poor, and a Collection is made for them, hear what great Promises God hath made to such as are charitable ; and resolve to give something according to your Ability, and be confident it will not be lost. ",,21,,
"Lig da dty Chree goll lesh ooilley ny Padjeryn, as abbyr, Amen, ass dt’aash, gys dy chooilley aghin, as eisht t’ad dy jarroo ny Padjeryn ayd hene, as freaillee shoh dty smooinaghtyn veih shagh’rynys. Tra chlinnys oo cre’n red eunyssagh as gerjolagh eh, dy ghoaill y Chreestiaght dy feeu, as cre cha dangeragh as te dy ghoaill eh dy niau feeu, trog seose dty Chree, as guee er Jee dt’annoonidyn y leih dhyt, marish dagh nhee ta gyiare ayns y jannoo aarloo ayd. ","Let your Heart go along with all the Prayers, and softly say Amen to every Petition, and then they are truly your Prayers, and this will keep your Thoughts from wandering. When you hear how Divine and Comfortable a thing it is to receive this Sacrament worthily, and how dangerous it is to receive unworthily ; lift up your Heart, and pray God to Pardon your Infirmities, and what is wanting in your Preparations.",dangeragh] text gangeragh; 1707 dangeragh,21,"Lig da dty Chree goll lesh ooilley ny Padjeryn, as abbyr, Amen, ass dt’aash, gys dy chooilley aghin, as eisht t’ad dy jarroo ny Padjeryn ayd hene, as freaillee shoh dty smooinaghtyn veih shagh’rynys. Tra chlinnys oo cre’n red ennyssagh as gerjolagh eh, dy ghoaill y Chreestiaght dy feeu, as cre cha gangeragh as te dy ghoaill eh dy niau feeu, trog seose dty Chree, as guee er Jee dt’annoonidyn y leih dhyt, marish dagh nhee ta gyiare ayns y jannoo aarloo ayd. ",
"Tra t’ow er dt’eam dy ghoaill rish dty pheccaghyn dy injil gys Jee ooilley­-niartal, jeagh dy vel ooilley dty chree goll lesh y Thaggyrt, as jean padjer imlee dy vod aarn y ve ayd ayns y Leih peccaghyn t’ayns shen er ny hebbal. ","When you are called upon to make your humble Confession to Almighty God, be sure to let your whole Heart go along with the Minister ; and humbly pray that you may have a share in that Pardon which is then pronounced.",,21,,
"Tra ta ny Goan gerjolagh ren Creest as e Ostyllyn y loayrt roosyn ta dy firrinagh chyndaa gys Jee, er ny lhaih ; smooinee cre’n vyghin eh, dy leih Jee dooin, as dy gow eh shin stiagh ayns foayr er leid ny Connaantyn graysoil shen as nagh lhiass da’n Peccagh smoo ve ass treishteil Foayr. ","When the comfortable Words of Christ and his Apostles, to such as truly turn unto God, are read, think what a Mercy it is, that God will forgive and receive us into Favour upon such gracious Terms, that the greatest Sinner needs not despair of Favour.",,21,,
"Tra t’ow soilshagh magh nagh vel oo goaill ort dy heet gys Board y Chiarn, treishteil ayns yn ynrycus ayd hene, agh ayns Myghin wooar Yee, abbyr shoh lesh trimshey Cree, as dt’injillid wooar nee lhiaasagh son ymmoddee dy annooinidyn. ","When you declare that you do not presume to come to the Lord’s Table, trusting in your own Righteousness, but in God’s great Mercy ; say this with much Seriousness, and your deep Humility will make amends for many Imperfections.",trusting in your own Righteousness] omitted in error; restored from 1707.,22,,"When you declare that you do not presume to come to the Lord’s Table, but in God’s great Mercy ; say this with much Seriousness, and your deep Humility will make amends for many Imperfections."
"Tra ta shirveishagh Yee brishey’n Arran as deayrtey magh y Feein, as dyn mannaghey ad, lig daaue uss y choyrt ayns cooinaghtyn jeh Corp Chreest, v’er ny vrishey, as jeh e ooill v’er ny gheayrtey er y Chrosh son y Kionneeaght reeisht ain ; as guee dy vod ad ve nyn saasyn dy haarn gys dt’annym ooilley vondeishyn y Vaase ooasle echyssyn. ","When God’s Minister breaketh the Bread, and poureth out the Wine, and Blesseth them, let them put you in Remembrance of Christ’s Body broken, and his Blood shed upon the Cross for our Redemption ; and pray that they may be a Means of conveying unto your Soul all the Benefits of his precious Death.",,22,"Tra ta shirveishagh Yee brishey’n Arran as deayrtey magh y Feein, as dyn mannaghey ad, lig daaue uss y choyrt ayns cooinaghtyn jeh Corp Chreest, v’er ny vrishey, as jeh e ooill ver ny gheayrtey er y Chrosh son y Kionneeaght reeist ain ; as guee dy vod ad ve nyn saasyn dy haarn gys dt’annym ooilley vondeishyn y Vaase ooasle echyssyn.",
"As tra t’ow goaill yn Arran as y Feein, jeagh dy der oo tastey da ny t’er ny ghra rhyt, as abbyr Amen huggey. As guee er Jee pooar y chur dhyt dy hreigeil y Drogh spyrryd as ooilley e obbraghyn, dy chredjal kinjagh Goo casherick Yee, as dy biallagh dy reayll e Annaghyn ; yn chooid cheddyn ghow ort Breearey ec dty vashtey dy gooilleeinagh oo. Tra ta ooilley er ghoaill y Chreestiaght, as oo er hebbal dt’annym as dty Callin gys Jee, myr dt’oural Resoonagh, eisht cooinee dy vel oo kionnit lesh Leagh fooill Chreest, as nar lig y Jee dy dreigagh oo yn chirveish echyssyn ta cha deyr er dty chionnagh. ","And when you Receive the Bread and Wine, be sure to mind what is said to you, and say Amen to it. And pray God to enable you to Renounce the Devil and all his Works, constantly to believe God’s Holy Word, and obediently to keep his Command­ments ; which, at your Baptism, you vow’d to do. When all have Received, and you have offered your Soul and Body to God, as your reasonable Sacrifice, then Remember that you are bought with the Price of Christ’s Blood, and God forbid that you should forsake the Service of Him who hath so dearly purchased you.",,22,,
"As nish foddee oo chyndaa thie lesh Bannaght Yee, as gerjagh y raa firrinagh shoh, Eshyn nagh ren e Vac hene y haghney, agh livrey seose eh, er nyn son ooilley ; cre’n aght nagh der eh dooin dy harryltagh dy chooilley nhee elley marish ? Rom. viii. 32. ","And now you may return home with God’s Blessing, and this comfortable Truth, That He who spared not his own Son, but gave Him up for us all ; how will he not with Him also freely give us all Things ? Rom. 8. 32. ",,23,,
"As cooinee, my ta dooinney dy firrinagh soiagh e Chree dy hirrey’n Chiarn, as jannoo ny oddys eh dy yannoo booiagh jeh, leih-ee Jee da ymmodee dy alleillyn elley. 2 Chron. xxx. 18. ","And Remember that if a Man doth truly set his Heart to seek the Lord, and doth what he can to please Him, God will Pardon a great many Imperfections besides. 2 Chron. xxx. 18.",,23,,
"Booise dy v’er ny choyrt lurg y Chreestiaght, as ec earishyn elley. ","A Thanksgiving to be said after the Sacrament, and at other times.",,23,"Booise dy ver ny choyrt lurg y Chreestiaght, as ec earishyn elley. ",
"O Hiarn as Ayr Flaunyssagh, cha vel mish feeu jeh yn vyghin sloo t’ow er yeaghyn da dty harvaant, son ta my hreishteil ooilley ort ; Shen-y-fa, ta mee dy feer injil cur booise dhyt son ooilley dty vannaghtyn, son dty chiarrail kinjagh harrym, son dty hurranse foddey rhym, dty smaghtaghey Ayroil, dty livreyaghyn myghinagh : Agh er skyn ooilley, son Baase Chreest, liorish ta leid ny vondeishyn ain. O Hiarn, freaill ayns m’annym ennaghtyn bio as cooinaghtyn vie jeh ooilley dty vannaghtyn, dy voddym smooinaght er dty viys, dy voddym kinjagh blashtyn er dty chenjallys, as dy voddym tannaghtyn ayns dt’oayr as fo coadey dty spyrryd vie gys jerrey my vea. Amen. ","O Lord and Heavenly Father, I am not worthy of the least of all thy Mercies which thou hast shewed thy Servant, for I wholly depend upon thee ; therefore I do most humbly thank thee for all thy Favours, thy continual Care over me, thy Patience towards me, thy Fatherly Corrections, thy Merciful Deliverances : But above all, for the unspeakable Benefits of the Death of Christ. O Lord, preserve in my Soul a lively Sense and Remembrance of all thy Blessings, that I may think of thy Goodness, that I may still taste of thy Kindness, and that I may continue in thy Favour, and under the Direction of thy good Spirit, unto my Lives End. Amen.","livreyaghyn] text livrey aghyn; 1707 livreyaghyn
cooinaghtyn vie] Occasional examples of this anomalous lenition in Yn Fer-Raauee Creestee, Mona’s Herald, 8/08/1834.
spyrryd vie] Occasional examples in Shibber y Chiarn, and T. Corlett’s version of Psalm 139.",23,"O Hiarn as Ayr Flaunyssagh, cha vel mish feeu jeh yn vyghin sloo t’ow er yeaghyn da dty harvaant, son ta my hreishteil ooilley ort ; Shen-y-fa, ta mee dy feer injil cur booise dhyt son ooilley dty vannaghtyn, son dty chiarrail kinjagh harrym, son dty hurranse foddey rhym, dty smaghtaghey Ayroil, dty livrey aghyn myghinagh : Agh er skyn ooilley, son Baase Chreest, liorish ta leid ny vondeishyn ain. O Hiarn, freaill ayns m’annym ennaghtyn bio as cooinaghtyn vie jeh ooilley dty vannaghtyn, dy voddym smooinaght er dty viys, dy voddym kinjagh blashtyn er dty chenjallys, as dy voddym tannaghtyn ayns dt’oayr as fo coadey dty spyrryd vie gys jerrey my vea. Amen. ",
"Coyrle aashagh as ghyiare daauesyn t’er ny ve fo Laaue Aspick, as daauesyn t’er ghoaill nyn Greestiaght. ","Plain and short Instructions for such as have been confirm’d, and for such as have been at the Lord’s Supper.",,24,,
"FAikin dy vel oo er chiangley oo hene gys Jee as gys e hirveish, t’ow nish fo Reill y spyrryd Casherick echey, nee oo y ynsagh ayns y raad cair ; nee eh yn Tushtey ayd y hoilshaghey, cooinee eh lhiat, tra t’ow feime cooney, dooishtee eh oo, tra aasys oo niau chiarralagh, smaghtee eh oo tra yarroodys oo dty churrym ; as cha dreig eh oo dy bragh, derrey hig oo gys Niau, mannagh nee yn foill ayd hene eh. ","HAving given up your self to God and his Service, you are now under the Government of His Holy Spirit, which will Direct you in the Way you should go, enlighten your Understanding, assist you when you want Help, awaken you when you grow careless, correct you when you forget your Duty, and will never forsake you, until you come to Heaven, if it is not your own Fault.",,24,,
"Agh my ver oo ec tra erbee ny lurg shoh jummoose er y spyrryd mie shoh, liorish goll er dty hoshiaght dy daaney, noi dty chooinsheance, as cheet dy ve fo reill peccah, eisht faagee eshyn oo, as gowee drogh-spyrryd yn Reill harryd, as leeidee eh oo veih yn pheccah gys peccah elley, derrey haarnys eh oo gys coayll Annym as Callin. ","But, if you shall at any time hereafter grieve this good Spirit, by going wilfully against vour Conscience, and becoming the Servant of Sin, then will he leave you, and an Evil Spirit will take the Government of you, and will lead you from one Wickedness to another, until he bring you to Destruction both of Body and Soul.",,24,,
"Dy vod oo yn gaaue shoh y haghney, shegin da ve yn chiarrail wooar ayd ","That you may escape this Danger, it must be your great Care ",,24,,
"1. Hoshiaght, Dy veaghey ayns aggle Yee, nagh der oo dt’aigney gys drogh yannoo erbee er fyss dhyt. ","1. First. To live in the Fear of God, that you may not consent to known Iniquity.",,24,,
"Shoh va aght Ghavid, Ps. xix. 9. Ta mee er soiagh Jee kinjagh kiongoyrt rhym ; shen-y-fa cha dhuit-ym. Ta shen, ve echey rieau ayns e aigney dy row Jee kinjagh kiongoyrt rish, dy vaik eh ooilley e obbraghyn, dy geayll eh ooilley e ghoan, as dy row fyss echey er ooilley smooinaghtyn e Chree. ","This was David’s Rule, Ps. xix. 9. I have set God always before me ; therefore I shall not fall. That is, he ever had it in his Mind that God was still Present with him, Saw all his Actions, Heard all his Words, and Knew the very Thoughts of his Heart.",,24,"Shoh va aght Ghavid, Ps. xix. 9. Ta mee er soiagh Jee kinjagh kiongoyrt rhym ; shen-y-fa cha dhuit ym. Ta shen, ve echey rieau ayns e aigney dy row Jee kinjagh kiongoyrt rish, dy vaik eh ooilley e obbraghyn, dy geayll eh ooilley e ghoan, as dy row fyss echey er ooilley smooinaghtyn e Chree. ",
"Nish shoh shegin dhyts y yannoo, as dy mennick smooinee shoh rhyt hene ; nagh vel yn Obbyr noi Leiaghyn Yee ? nagh jean shoh jummoosagh jehsyn ta faikin ooilley ny ta mee dy yannoo, as ei-ys orrym gys Coontey, my nee’m ass y raad ? nagh jean shoh aggair da my Naboo ? Vel shoh Bea ta cooie son Creestee dy leeideil ? Vel y Cheshaght shoh feeu son Creestee dy reayll ? &c. As shoh’n aght dy veaghey ayns aggle Yee. ","Now this is what you must do, and often think thus with your self ; Is not this Action against the Laws of God ? Will not this displease Him who seeth all I do, and who will call me to an Account, if I do amiss ? Will not this injure my Neighbour ? Is this a Life fit for a Christian to lead ? Is this Company fit for a good Christian to keep ? &c. And this is to live in the Fear of God.",,24,"Nish shoh shegin dhyts y yannoo, as dy mennick smooinee shoh rhyt hene ; nagh vel yn Obbyr noi Leiaghyn Yee ? nagh jean shoh jummoosagh jahsyn ta faikin ooilley ny ta mee dy yannoo, as ei ys orrym gys Coontey, my nee’m ass y raad ? nagh jean shoh aggair da my Naboo ? Vel shoh Bea ta cooie son Creestee dy leeideil ? Vel y Cheshaght shoh feeu son Creestee dy reayll ? &c. As shoh’n aght dy veaghey ayns aggle Yee. ",
"2. Ayns yn nah ynnyd ; Agh son ooilley’n chiarrail shoh, my huittys oo ayns peccah, dty obbyr, eisht, chelleeragh dy ghoaill arrys er eh hon. ","2. Secondly ; But if, notwithstanding this care, you fall into Sin, your next concern must be to repent of it immediately.",,25,,
"As ny lig shaghey dt’arrys ayns treishteil dy vel tra dy liooar ayd dy hreigeil dty pheccaghyn, as dy yannoo dty Hee rish Jee ; son shoh t’er ny ve yn toyrt mow ocsyn ooilley t’er gheddyn baase ayns nyn beccaghyn. ","And do not put off your Repentance in hopes that you have time enough to leave your Sins, and to make your Peace with God ; for this has been the Ruin of most of such as have perished in their Sins. ",,25,"As ny lig shaghey dt’arrys ayns treishteil dy vel tra dy liooar ayd dy hreigoil dty pheccaghyn, as dy yannoo dty Hee rish Jee ; son shoh t’er ny ve yn toyrt mow ocsyn ooilley t’er gheddyn baase ayns nyn beccaghyn. ",
"Agh lig fyss ve ayd, er son firrinys, dy nee eer Foayr Yee eh, dy vel dooinney erbee bio goaill arrys as treigeil e pheccaghyn ; nagh vod oo arrys y ghoaill agh tra sallishyn ; as myr sodjey nee oo tannaghtyn ayns peccah, shen myr sdaaney as sniau-chiarralee vees oo, as scroie nee oo gaase, as shen myr sloo hoillyss oo Foayr Yee. Shoh, er-y-fa shen, va cliaghtey Ghavid ; Ren mee siyr, as cha lig mee shaghey dy reayll dt’ Annaghyn. Ps. cxix. 60.","But know for a Truth, that it is the Mere Favour of God that any Man living repents and forsakes his Sins ; that you can only do so when he pleaseth ; and the longer you continue in Sin, the more Desperate, the more Careless, and the more Hardened you’ll grow, and more unfit for God’s Favour. This therefore was David’s Practice, I made Haste, and delayed not to keep thy Commandments, Ps. cxix. 60.",,25,"Agh lig fyss ve ayd, er son firrinys, dy nee eer Foayr Yee eh, dy vel dooinney erbee bio goaill arrys as treigeil e pheccaghyn ; nagh vod oo arrys y ghoaill agh tra sallishyn ; as myr sodjey nee oo tannaghtyn ayns peccah, shen myr sdaaney as sniau-chiarralee vees oo, as scroie nee oo gaase, as shen myr sloo hoilhyss oo Foayr Yee. Shoh, er-y-fa shen, va cliaghtey Ghavid ; Ren mee siyr, as cha lig mee shaghey dy reayll dt’ Annaghyn. Ps. cxix. 60.",
"3. Ayns y trass ynnyd, bee kiarralagh ec dy chooilley earish dy ghoaill rish dy nee er Jee t’ow cur dty varrant, liorish guee huggey, son ny t’ow ny eime, as booise y chur da, son ny t’ow dy gheddyn. ","3. Thirdly ; Be careful at all Times to own your Dependance upon God, by praying to Him for what you want, and giving Him thanks for what you receive.",,25,,
"As ny smooinee dy jean laccal ynsagh dty leshtal son gyn shoh y yannoo. Cha vel dooinney erbee oddys e Chree y hroggal seose gys Jee, nagh vod guee er y peccah shoh y leih da ; Ny te dy ghoaill ayns Laaue y vannaghey ; Dy vannaghey e Chloan as e Laboraght ; Dy livrey eh veih leid yn olk, ny leid y violagh shen. As foddee dy chooilley ghooinney ta fyss echey er dy vel eh er gheddyn Myghin erbee, goaill rish dy nee veih miys Yee te, as booise y chur da cha mie as oddys eh. As Jee, hoiggys smooinaghtyn e Chlenney, ghouys accan jeh’n annoonid oc, nee soiagh jeh nyn shirveish, as ver daaue ny ta’d guee er eh hon. ","And do not think that want of Learning will excuse you from doing this. There is no Man who can lift up his Heart to God, but can Pray Him to forgive This Sin ; To Bless This Undertaking ; To Bless his Children, and his Labours ; To deliver him from such an Evil, or Temptation. And every Man who knoweth when he receiveth a Mercy, can own it is God’s Goodness to Him, and thank Him as well as he can ; and God, who well understands His Children’s meaning, will pity their Infirmities, accept of their Service, and answer their Prayers.",,25,,
"4. Er jerrey ooilley ; Tra ta spyrryd Yee cur smooinaghtyn as yeearreeyn mie ayns dt’aigney, ny streeue dy chur shaghey ad, agh jean mooar jeu, as cooinee, dy chooilley oyr t’er ny chur dhyt, dy hoiggal, ny dy yannoo, dty churrym ; Coyrle deney mooinjer, oghsyn Noidyn, seaghyn y Vea shoh, as Treishteil as Aggle y Vea ta ry heet, dy vel ad ooilley kiarit liorish Ard­­-chreenaght Yee dy chur thoshiaght er dty Haaualtys, as dy reayll oo ayns raadjin y Chasherickys t’ow nish er reih. ","4. Lastly ; When the Spirit of God puts into your Mind good thoughts and desires, do not strive to divert, but cherish them ; and remember, that all opportunities of knowing, or doing, your Duty ; The Advice of Friends, The Reproofs of Enemies, The Afflictions of this Life, and the Hopes and Fears of the next, are all designed, by the Providence of God, to help forward your Salvation, and to keep you in the ways of Holiness, which you have chosen. ","ny] text na, correct in 1707",26,"4. Er jerrey ooilley ; Tra ta spyrryd Yee cur smooinaghtyn as yeeareeyn mie ayns dt’aigney, na streeue dy chur shaghey ad, agh jean mooar jeu, as cooinee, dy chooilley oyr t’er ny chur dhyt, dy hoiggal, ny dy yannoo, dty churrym ; Coyrle deney mooinjer, oghsyn Noidyn, seaghyn y Vea shoh, as Treishteil as Aggle y Vea ta ry heet, dy vel ad ooilley kiarit liorish Ard­­-chreenaght Yee dy chur thoshiaght er dty Haaualtys, as dy reayll oo ayns raadjin y Chasherickys t’ow nish er reih. ",
"Cooinee, er-y-fa shen, er Goan Ostyl Yeesey Creest ; Veagh eh ny baare diu, gyn fyss ve eu er raad ny Hynrickys, na ny lurg shen dy hyndaa veih’n Anney casherick v’er ny livrey diu. 2 Pet. ii. 21.","Be mindful therefore of the Words of the Apostle of Jesus Christ ; It had been better for you not to have known the way of Righteousness than afterwards to turn from the Holy Commandment delivered unto you, 2 Pet. ii. 21.",,26,,
Padjer son Grayse Flaunyssagh. ,A Prayer for Divine Grace.,,26,,
"SPyrryd Bannit y Ghraaish, lioyrt ta mish er ny ve eait gys y staaid shoh dy Haaualtys ; bee uss Leeideilagh my vea, as leeid mee ayns y raad ayn lhiasin gimmeeaght ; dy voddym kinjagh my ghrogh aigney hene y smaghtagh, as gagh laa bishagh ayns Foays as Craaueeaght. Dy jean ennaghtyn m’annoonidyn as my skirraghtyn veih Jee cur orrym ve tastagh as kiarralagh dy hea veih dy chooilley violagh gys peccah, Dy yeaghyn seose hooyds son cooney, dy yannoo ymmyd vie jeh dy chooilley Haase dy Ghrayse nee yn viys ayds y fordrail dou, dy voddym geddyn slaan Towys jeh dty Ghrayse, as dy bragh tannaghtyn ayns earoo dty Harvaantyn firrinagh gys jerrey my heihl. Amen. ","BLessed Spirit of Grace, by which I have been called to this state of Salvation ; be thou the Guide of my Life, and lead me in the Way that I should go ; that I may continually mortify my corrupt Affections, and daily increase in Virtue and Godliness. May the Sense of my Infirmities and Backslidings make me serious and careful to avoid all Temptations to Sin, to look up to thee for Help, to use all the means of Grace which thy Goodness shall afford me, that I may receive the Fulness of thy Grace, and ever remain in the Number of thy Faithful Servants, unto my Lives end. Amen.",,26,"SPyrryd Bannit y Ghraaish, lioyrt ta mish er ny ve eait gys y staaid shoh dy Haaualtys ; bee uss Leeideilagh my vea, as leeid mee ayns y raad ayn lhiasin gimmeeaght ; dy voddym kinjagh my ghrogh aigney hene y smaghtagh, as gagh laa bishagh ayns Foays as Craaunaght. Dy jean ennaghtyn m’annoonidyn as my skirraghtyn veih Jee cur orrym ve tastagh as kiarralagh dy hea veih dy chooilley violagh gys peccah, Dy yeaghyn seose hooyds son cooney, dy yannoo ymmyd vie jeh dy chooilley Haase dy Ghrayse nee yn viys ayds y fordrail dou, dy voddym geddyn slaan Towys jeh dty Ghrayse, as dy bragh tannaghtyn ayns earoo dty Harvaantyn firrinagh gys jerrey my heihl. Amen. ",
"Coyrle aashagh as Ghyiare son leid as ta ching, ny fo seaghyn erbee elley. ","Plain and short Directions for such as are Sick, or under any other Affliction.",,27,,
"TRA t’ow fo Chingys, ny seaghyn erbee elley, lhiasagh oo chelleeragh goaill ayd hene, shoh Laaue Yee ; son cha vod nhee erbee taghyrt dooin, fegooish y ched echyssyn. Matth. x. 30.","WHEN you are visited with Sickness, or any other Affliction, you should presently conclude, This is the Hand of God ; For nothing can befal us without his special leave. Matt. x. 30.",,27,,
"Eisht, smooinee ayd hene, Cha vod Jee ve booiagh jeh seaghyn e Chretooryn boghtey ; shen-y-fa t’an trimshey shoh er heet orryms son y chooid shaare. ","Then think with your self, God cannot be pleased with the Miseries of his poor Creatures ; therefore this Affliction must be designed for my good.",,27,,
Nee’m er-y-fa shen geaishtagh cre nee’n Chiarn y ghra rhym ; cre te kiarrail liorish y kerraghey shoh. ,I will therefore hear what the Lord will say to me ; what he meaneth by this Visitation.,,27,,
"As shegin da’n chied chiarrail ayd ve dy aikin cre ayns t’ow er chur jummoose er Jee ; dy vod oo yn Pardoon echey y hirrey, as y Foayr echey y gheddyn, n’egooish, my she bio ny marroo vees oo, bee oo feer treih. ","And your first care must be, to see wherein you have offended God ; that you may ask His Pardon, and obtain His Favour, without which, whether you live or dye, you will be miserable.",,27,"As shegin d’an chied chiarrail ayd ve dy aikin cre ayns t’ow er chur jummoose er Jee ; dy vod oo yn Pardoon echey y hirrey, as y Foayr echey y gheddyn, n’egooish, my she bio ny marroo vees oo, bee oo feer treih. ",
"Son smooinee dy dowin cre’n red aglagh eh dy huittym ayns Laauyn y Jee bio, oddys Callin as Annym neeisht y stroie ayns Niurin, raad nagh vel y veshteig geddyn baase, ny yn aile er ny vooghey. ","For consider what a fearful thing it is to fall into the Hands of the living God, who can destroy both Body and Soul in Hell, where the Worm dieth not, and the Fire is not quenched.",,27,,
"Foddee oo, dy jarroo, streeue dy eiyrt ny smooinaghtyn shoh ass dt’aigney, agh hig y Baase, as hig Briwnys, ny lurg, as bee oo eisht son dy bragh callit, my yow baase ayns dty Pheccaghyn gyn Arrys, eddyr oo dy ghoaill ny reddyn shoh gys dt’aigney ny gyn y ghoaill. ","You may, indeed, strive to put those Thoughts out of your Mind ; but Death will come, and a Judgment will follow, and you will be for ever miserable, whether you think of these things or not, if you dye in your Sins unrepented of.",,27,,
"As shen-y-fa son graih dt’anmey, bee er dty choyrlagh dy smooinaght er dty raadjin, choud as t’ow bio, as Ennal aynyd, as my v’ou rieau kyndagh jeh Brishey Poosey, ny Maardyrys, ny Niaughlennid, ny Myskit, ny Corree, ny Streeue, ny Irree-magh, ny Meshtyrys ; Cooinee cre ta Goo Yee dy ghra, cha vow adsyn ta cur rish ny reddyn shoh eiraght ayns Reereeaght Yee. ","And therefore for your Soul’s sake, be advised to consider your Ways while you have Life and Breath ; and if ever you have been guilty of Adultery, or Fornication, or Uncleanness, or Hatred, or Wrath, or Strife, or Sedition, or Drunkenness ; Remember what the Scripture saith, They who do such things shall not inherit the Kingdom of God. Gal. v. 19.",,27,"As shen-y-fa son graih dt’anmey, bee er dy choyrlagh dy smooinaght er dty raadjin, choud as t’ow bio, as Ennal aynyd, as my vou rieau kyndagh jeh Brishey Poosey, ny Maardyrys, ny Niaughlennid, ny Myskit, ny Corree, ny Streeue, ny Irree-magh, ny Meshtyrys ; Cooinee cre ta Goo Yee dy ghra, cha vow adsyn ta cur rish ny reddyn shoh eiraght ayns Reereeaght Yee. ",
