English,English Original,Manx,Notes,Page,Page1836,Page70th,Manx Original
"The preaching of the Cross (of Christ) is, to them that perish, foolishness; —but to us mho are saved, (to those who believe,) it is the Power of God.[20]",,"Ta preacheil y chrosh (Creest) ommijys dauesyn ta cherraghtyn, agh dooinyn ta er nyn sauail (dauesyn ta credjal) te pooar Yee.",[20] 70th edn. adds a reference here: 1 Cor. i. 18.,20,14,22,
"THIS doctrine,—so simple in its nature,—so grand in its effects,—is foolishness to the wise of this world,—but is clearly understood by those who believe,—but by none else. God hath chosen the foolish things of this world to confound the wise,—not many of whom are called to be heirs of glory, —being shut out by their own wisdom and self-conceit. Such persons are too high-minded to be taught of God;—too wise to believe the need of a second birth,—therefore their eyes are closed to the full blaze of heavenly light, though shining with an effulgence of love and mercy every where around.",,"YN ynsagh shoh—cha baghtal ayns e ghooghys, cha gloyroil ayns eiyrtys,—te ommijys da mooinjer chreeney yn seihll shoh—agh te dy aashagh er ny hoiggal lioroosyn ta credjal—agh lioroosyn ny-lomarcan. Ta Jee er reih reddyn ommijagh yn seihll shoh dy chur fo-chosh yn vooinjer chreeney—jeu cha vel monney er nyn eam dy ve eiraghyn dy ghloyr,—myr t’ad jeiht mooie liorish nyn greenaght as moyrn hene. Ta nyn lheid ro ard-aignagh dy ve ynsit liorish Jee, ro chreeney dy chredjal yn feme jeh ve ruggit reesht shen-y-fa ta nyn sooillyn dooint noi sollysid yn soilshey flaunyssagh, ga dy vel eh soilshean lesh goullyn dy ghraih as dy vyghin er dy chooilley cheu.",,20,14,22,
"It is not by human eloquence that sinners are won to God, but it is by the foolishness, or simplicity of gospel truths that souls are saved, (1 Cor. 1. 21.)",,"Cha nee liorish goan flaoil dooinney, dy vel peccee er nyn jyndaa gys Jee; agh te liorish yn ommijys jeh firrinysyn yn sushtal v’er ny ockley magh dy vel anmeenyn er nyn sauail. (1 Cor. i. 21.)",,20,14,22,
"O my friend;—whoever you may be, or whatever station of life you may fill,—whether high or low, or rich or poor,— O listen to the admonition of one who has been brought out of this fatal delusion, and has, happily, found Christ to be the power of God,—the every thing to a poor sinner, to heal his soul, and reconcile him to the living God.",,"O my charrey—quoi-erbee oo-hene, ny cre-erbee yn stayd t’ou ayn, edyr ard ny injil, berchagh ny boght—O eaisht rish coyrle fer ta er v’er ny chur lesh ass yn chleayn baasoil shoh as ta er gheddyn Creest dy ve Pooar Yee—ta ooilley ayns ooilley da’n peccagh boght, dy lheihys e annym as dy yannoo eh coardit rish yn Jee bio.",,20,14,22,
"How great then,—how all-important is Christ;—the power,—the strength of God!!! Christ, our redemption; our all. (1 Cor. 1. 31.)[21]",,"Jeh cre’n feeuid erskyn insh eisht, ta Creest,—pooar Yee, niart Yee!!! Creest nyn livrey-ys; nyn ooilley. (1 Cor. i. 31.)","[21] In 70th edn. the reference here is to 1 Cor. 1. 30, which is correct: ‘But of him are ye in Christ Jesus, who of God is made unto us wisdom, and righteousness, and sanctification, and redemption.’",20,14,22,
"Remember,—that our gracious Lord is no respecter of  Persons, or Party. (Matt. xii. 46 to 50; Acts x. 34, 35.)[22] All who love God, and hate sin, all are invited to Christ, and he will own such at the last day. (Matt. 10. 32.)",,"Cooinee nagh vel nyn Jiarn graysoil soiaghey jeh persoonyn. (Mian. xii. 46–50; Jannoo ny Hostyllyn x. 34, 35.) Ta ooilley ny ta cur graih da Jee, as cur dwoaie da peccah er nyn guirrey liorish Creest; as gowee eh rish nyn lheid ec y laa jerrinagh. (Matt. x. 32.)",[22] References as in 70th edn.; 1836 has ‘(Mark 5. 31 to 35.)’; it is the Acts passage which mentions ‘no respecter of persons’.,20,14,22,"Cooinee nagh vel nyn Jiarn graysoil soiaghey jeh persoonyn. (Mian. xii. 46–50; Jannoo ny Hostyllyn x. 34, 35.) Ta ooilley ny ta cur graih da Jee, as cur dwoaie da peccah er nyn guirrey liorish Creest; as gowee eh rish nyn lheid ec y laa jerrinagh. (Matt. x. 32."
"Search the Scriptures,—for out of this heavenly treasure comes the whole of the exhortations, warnings, and encouragements of this little book,—which the Lord has mercifully owned and blest in the conversion of sinners of the foulest die, and made them to be heirs of everlasting life.",,"Ronsee-jee ny scriptyryn—son ass yn thie-tashtee shoh ta er ny ghoaill ooilley ny coyrleyn, raaueghyn as gerjaghyn jeh’n lioar veg shoh—cooid ta’n Chiarn dy myghinagh er vannaghey ayns chyndaa peccee jeh’n sorch smessey, as er n’yannoo ad dy ve eiraghyn jeh bea dy bragh-farraghtyn.",,20,14,22,
,,,,,,,
THE LOVE OF GOD.,,GRAIH YEE.,,21,21,23,
"For God so loved the world that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life. For God sent not his Son into the world to condemn the world, but that the world, through him, might be saved. He that believeth on him is not condemned. John 3, 16—18.","For God so loved the world that he gave his only begotten Son, that whosoever believeth n him should not perish, but have everlasting life. For God sent not his Son into the world to condemn the world, but that the world, through him, might be saved. He that believeth on him is not condemned. John 3, 16—18.","“Son lheid y graih shen hug Jee da’n theihll, dy dug eh e ynrycan Vac v’er ny gheddyn, nagh jinnagh quoi-erbee chredjagh aynsyn cherraghtyn, agh yn vea ta dy bragh farraghtyn y chosney. Son cha dug Jee e Vac gys y theihll, dy gheyrey yn seihll; agh dy voddagh y seihll liorishyn v’er ny hauail. Eshyn ta credjal ayn, cha vel eh er ny gheyrey. Ean iii. 16–18.",,21,21,23,
"OH that these truly precious words were ever warmly impressed on our hearts! that they were our last thoughts at night, and the first at our waking in the morning; and that they were improved in such a manner, as to make our dying-bed easy in the evening of our life, and to ensure our rising with gladness in the morning of the resurrection! And what more blessed and delightful meditations can I daily dwell upon than to think thus: God has loved me, even me, when I was his enemy; and so loved me that he gave me his only Son! Bless me with faith in Christ, then Christ is mine, and all things are mine (1 Cor. 3, 21); for he that spared not his own Son, but delivered him up for us all, how shall he not with him also freely give us all things? Rom. 8, 32. He will never, never[23] suffer a believing soul to perish; he has passed his word for it. It is He that says, “ I shall not perish; I shall not be condemned,”  but have everlasting life, if I believe. This will I build and depend upon to my last moments, as upon an immoveable rock. Amen and Amen.[24]",,"O DY beagh ny goan deyr as ooasle shoh dy bragh grainnit dy dowin er nyn greeaghyn! dy beagh ad nyn smooinaghtyn s’jerree ec yn oie, as nyn ghied smooinaghtyn ec doostey ’sy voghrey: as dy beagh lheid yn ymmyd jeant j’eu liorin, dy vod nyn lhiabbee-vaaish v’er ny yannoo meeiley ayns fastyr nyn mea, as dy vod nyn irree ve gerjoil ec moghrey yn irree-seose-reesht! As cre ny smooinaghtyn s’bannee as s’eunyssagh oddys gagh-laa goaill seose my aigney na ad shoh:—Ta Jee er chur graih dooys, eer dooys, tra ve mee yn noid echey; as lheid y ghraih shen t’eh er chur dou, dy dug eh dou e ynrycan Vac! Bannee mee lesh credjue ayns Creest, eisht ta Creest lhiam’s, as ta dy chooilley nhee lhiam’s: (1 Cor. iii. 21.) Son eshyn nagh ren e Vac hene y haghney, agh livrey eh eh soese er nyn son ooilley, kys nagh der eshyn dooin myrgeddin dy arryltagh mârishyn dy chooilley nhee? (Rom. viii. 32.) Cha jean eh dy bragh ny dy bragh surranse da annym ta credjal dy herraghtyn: t’eh er choyrt e ockle er-y-hon. She Eshyn ta gra, “Nagh jean-ym cherraghtyn,—nagh bee-ym er my gheyrey,” agh dy bee yn vea ta dy bragh farraghtyn aym, my ta mee credjal. Er shoh nee’m troggal, as er shoh ver-ym my varrant gys my oor s’jerree, myr er creg shickyr as gyn scughey. Amen as Amen.","[23] 1836 has just one ‘never’; the Manx reflects the 70th edn. version.
[24] 70th edn. has just one ‘Amen’.",21,21,23,
"O, for this love let earth and skies",,O son e ghraih lhig da dagh nhee,,21,21,23,
With hallelujahs ring;,,Bingys Hallelujah;,,21,21,23,
And the full choir of human tongues,,"As dagh unnane cur booise da Jee,",,21,21,23,
All hallelujahs sing.,,Geamagh Hallelujah!,,21,21,23,
,,,,,,,
THE GRACE OF GOD.,,GRAYSE YEE.,,22,22,,
"By the grace of God I am what I am. 1 Cor. 15. 10. Born again, not of corruptible seed, but of incorruptible, by the word of God. As new-born babes desire the sincere milk of the word, that ye may grow thereby. 1 Pet. 1. 23. and 2. 2.",,"“Liorish grayse Yee ta mee ny ta mee.” 1 Cor. xv. 10. Ruggit reesht, cha nee jeh rass hed naardey, agh jeh rass nagh jed naardey, liorish Goo Yee. Myr oikanyn noa-ruggit, yeearree-jee bainney spyrrydoil y Ghoo, dy vod shiu gaase liorish. 1 Ped. i. 23. as ii. 2.",,22,22,,
"WHAT made the wonderful difference between Saul the Pharisee and Paul the Christian? Grace. What made him trample upon his former legal righteousness, and desire to be found in the righteousness of Christ? Grace, enlightening grace. Wherein consists the difference between the mere moralist and the real christian? There may be a moral conduct where there is no grace, no principle of saving divine faith; there may be the fear of the Lord, taught by the precept of men, and not by the Spirit of God. One may attend the ordinances of religion; have a regard to outward decency; may have a name to live while dead; be high in profession, and at the same time a stranger to the power of godliness; many things outwardly decent and praiseworthy may be done without a principle of grace in the heart: witness Paul before his conversion.",,"CRE ren yn lhiettrimys yindyssagh eddyr Saul yn Pharisee as Paul yn Creestee? Grayse. Cre hug er gobbal as soiaghey beg jeh’n chairys v’echey roïe liorish y Leigh, as geearree dy v’er ny gheddyn ayns cairys Creest? Grayse;—grayse soilshaghey yn annym. Cre ayns ta shassoo yn lhiettrimys eddyr yn dooinney ta cairagh er cheu-mooie ny-lomarcan, as yn Creestee firrinagh? Foddee yn ymmyrkey er cheu-mooie ve gyn foill, raad nagh vel grayse er-bee, raad nagh vel yn towse sloo dy chredjue bioal as flaunyssagh; foddee yn aggle roish Jee v’er ny ynsaghey liorish oardagh deiney, as cha nee liorish spyrryd Yee. Foddee persoon taaghey oardaghyn y Chredjue Chreestee; ve kiaralagh jeh e ymmyrkey-bea roish deiney; goo ve echey dy vel eh bio choud as t’eh marroo; jannoo goaill-rish ard dy chredjue, as ec y traa cheddin ve ny yoarree da pooar vreeoil chraueeaght. Foddee ymmodee reddyn ta er cheu-mooie feeudagh as jeh goo mie v’er nyn yannoo, fegooish grayse firrinagh ve ayns y chree. Ta’n noo Paul roish e hyndaa ny hampleyr jeh shoh.",,22,22,,
"Have I this principle called Grace, in my soul? Have I been born of the incorruptible seed? Have I got the taste of a child of God? Have I tasted that the Lord is gracious? Then shall I desire the sincere milk of the word; the babe loves the pure milk of the breast; I shall love the milk of the pure word; and from these breasts of consolation will seek comfort and nourishment for my soul. Redeeming love shall be my delightful subject; it will sweeten everything in the service of Jesus, will constrain to extensive usefulness in my track of life. The grace of God in Christ Jesus will enlarge my views, keep me humble in heart, and give the praise where alone it is due. Through the sincere milk of the word may I grow daily, and be nourished up to eternal life! Amen.",,"Vel yn ghrayse shoh aym’s ayns my annym’s? Vel mish er ve er my ruggey reesht jeh’n rass nagh jed naardey? Vel blass lhiannoo dy Yee aym? Vel mee er vlashtyn dy vel y Chiam graysoil? Eisht nee’m geearree bainney spyrrydoil y ghoo. Ta’n lhiannoo geearree bainney glen y cheeagh: bee’m paagh son bainney yn goo glen; as veih ny keeaghyn shoh dy gherjagh nee’m shirrey beaghey as ooraghey son m’annym. Bee graih yn Er-kionnee my arrane as my voggey. Ver eh er dy chooilley nhee dy ve millish ayns shirveish Yeesey: nee eh geginaghey mee dy yannoo mie dy palchey ayns my choorse dy vea. Nee grayse Yee ayns Creest Yeesey cur lesh soilshey gys m’aigney, freayll mee imlee ayns cree, as coyrt yn moylley Dasyn da ny-lomarcan te cair. Trooid bainney spyrrydoil y ghoo dy vod-ym gaase gagh-laa, as v’er my hroggal gys y vea veayn! Amen.",,22,22,,
,,,,,,,
MERCY FOR SINNERS.,,MYGHYN DA PECCEE.,,23,30,24,
"Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you: for every one that asketh, receiveth; and he that seeketh, findeth; and to him that knocketh, it shall be opened. Matt. 7, 7— 8.",,"Yeearree-jee, as yiow shiu: shir-jee, as nee shiu feddyn: cronk-jee, as yiow shiu fosley. Son ta dy chooilley unnane ta geearree, geddyn: as y fer ta shirrey, feddyn: as dasyn ta cronkal, bee’n dorrys er ny osley. Mian vii. 7, 8.",,23,30,24,
"HE who comes, as a sinner, to a merciful God, through Jesus Christ, for all the blessings of salvation, in sincerity, and with earnest prayer, waiting and persevering, as having hope in this way, and none in any other;—he, who seeks spiritual blessings in the first place, without delay, and in the use of all appointed means;—and he, who knocks and waits at mercy’s gate, as resolved to find admission, or perish knocking, will be sure to succeed. The promise is absolute and express:—""Every one that asketh, receiveth,” &c.",,"ESHYN ta cheet myr peccagh, gys Jee myghinagh, trooid Yeesey Creest, son ooilley bannaghtyn saualtys, ayns firrinys, as lesh padjer jeean, farkiaght dy meen, lesh treishteil ayns y raad shoh, as gyn veg ayns raad er-bee elley;—eshyn ta shirrey bannaghtyn spyrrydoil ’sy chied ynnyd, fegooish lhiggey shaghey, jannoo ymmyd jeh ooilley ny saaseyn pointit;—eshyn ta cronkal as farkiaght ec yn giat dy vyghin, myr slane kiarit dy gheddyn fosley, er-nonney dy herraghtyn cronkal;—hig eh dy shickyr lesh. Ta’n gialdyn baghtal as firrinagh,—“Ta dy chooilley unnane ta geearree geddyn, &c.”",,23,30,24,
"Supplications of this kind sometimes receive, and find admission without delay; —always in due time: nor will their previous character, however vile, preclude them from the benefit; for he who opens the way of access, has taught them to come in it, and he giveth liberally and upbraideth not.",,"Ta aghinyn jeh’n cheint shoh ny cheayrtyn geddyn ansoor chelleeragh;—dy kinjagh ayns traa cooie: chamoo nee yn ymmyrkey-bea oc ’sy traa t’er gholl shaghey, cre-erbee cha eajee as oddys eh y ve, giarey ad jeh veih’n bannaght: son t’eshyn, ta fosley yn raad, er n’ynsaghey ad dy heet ayn, as t’eshyn coyrt dy feoilt, as cha vel eh mooaraghey.",,23,30,24,"Ta aghinyn jeh’n cheint shoh ny cheayrtyn geddyn ansoor chelleeragh;—dy kinjagh ayns traa cooie: chamoo nee yn ymmyrkey-bea oc y traa t’er gholl shaghey, cre-erbee cha eajee as oddys eh y ve, giarey ad jeh veih’n bannaght: son t’eshyn, ta fosley yn raad, er n’ynsaghey ad dy heet ayn, as t’eshyn coyrt dy feoilt, as cha vel eh mooaraghey."
"“Open thy mouth wide,”  says the Lord, “and I will fill it.”  Ye shall ask what “ye will,”  says Christ, “and it shall be done.”  The pardon of all our sins, free, complete, and eternal; a victory over every lust; the presence of God with us all through this dark world; his glory passing before our eyes and shining into our hearts; guidance, protection, strength; heavenly consolation while we live, and heaven itself when we die—all are within the reach of prayer;—within our reach;—held up, as it were, before our face, with this inscription shining on them all,—“Ask, and ye shall receive.”  Mercies purchased, prepared, waiting for praying man. ",,"“Foshil dty veeayl dy lhean,” ta’n Chiarn dy ghra, “as lhieen-ym eh.” Shirree shiu cre sailliu,” ta Creest dy ghra, “as bee eh jeant er nyn son.” Leih jeh ooilley nyn beccaghyn, leih nastee, slane, as dy bragh-farraghtyn; barriaght harrish dy chooilley haynt; fenish Yee marin trooid ooilley yn seihll dorraghey shoh; e ghloyr goll roish nyn sooillyn, as soilshean ayns nyn greeaghyn; leeideilys, coadey, niart; gerjagh flaunyssagh choud as ta shin bio, as niau hene tra ta shin geddyn baase;—ta ooilley ayns roshtyn padjer;—ayns y roshtyn ainyn;—cummit seose, myr dy beagh eh, roish nyn sooillyn, lesh ny goan shoh soilshean orroo ooil1ey,—“Shir-jee as yiow shiu;”—myghinyn kionnit, kiarit, as farkiaght, son deiney ta goaill padjer.",,23,30,24,
"[This section became the means to bring a poor woman to seek the Lord. She died on 2nd May, 1836, rejoicing in the love of the Redeemer.]",,"Va’n ayrn shoh jeant saase dy chur lesh ben voght dy hirrey yn Chiarn. Hooar ee baase May 2, 1836, goaill boggey ayns graih yn Fer-chionnee.[25]",[25] This is the only paragraph in Carrey yn Pheccagh that has no English correspondent in either 1836 or the 70th edn. We supply an English translation.,23,30,24,
,,,,,,,
TRUE REPENTANCE.,,ARRYS FIRRINAGH.,,24,16,32,
"And he said to his servant, Go up now, look towards the sea. And he went and looked, and said there is nothing: and he said, Go again seven times. 1 Kings 18, 43.",,"As dooyrt eh rish e harvaant, Immee seose nish, jeeagh lesh yn aarkey. As hie eh seose, as yeeagh eh, as dooyrt eh, cha vel monney ry-akin. As dooyrt eh, Immee reesht shiaght keayrtyn. 1 Reeaghyn xviii. 43.",,24,16,32,
"SIX times Elijah’s servant looked towards the sea before he could see any thing; the seventh time he saw a cloud, but not bigger than his hand; yet that cloud, within a few hours, covered the heavens with darkness, and the earth with rain. Just so may be the case with many a one when he is praying to God, as Caleb’s daughter did unto her father. Judges 1, 15. Thou hast hitherto made me the owner of a dry, a barren heart, but give me now some springs of water;—some feeling, at least some sorrow for my sins. Well, though at six times bending of thy knees, God doth not grant it, and though at the seventh there appear but one small drop swimming in thine eyes, yet be not discomforted: that drop may prove a shower; the beginning of that thaw may at last dissolve thy whole heart to water: and as there is a full joy for the thorough conversion of one sinner, there may be a suitable measure of joy for one tear, nay, one desire of a tear, of any one sinner that repenteth.",,"SHEY keayrtyn ren sharvaant Elijah jeeaghyn lesh yn aarkey roish my vaik eh monney: yn chiaghtoo cheayrt honnick eh bodjal, agh dyn veg smoo na bass e laue: ny-yeih ren y bodjal, cheu-sthie jeh beggan dy ooryn, coodaghey yn aer lesh dorraghys, as yn ooir lesh fliaghey. Eer myr shen foddee eh ve marish paart tra t’ad jannoo padjer gys Jee, myr ren inneen Caleb gys e ayr: (Briwnyn i. 15.) Hannah shoh ta mee er ve lesh cree chirrym, gennish; agh cur dou nish farraneyn ushtey; ennaghtyn cooie, ec y chooid sloo trimshey ennagh son my pheccaghyn. As ga nagh vel Jee cur dhyt dty aghin ec shey cheayrtyn lhoobey dty ghlioonyn; as ga ec yn chiaghtoo cheayrt nagh vel agh un vine veg ry-akin ayns dty hooillyn; ny-yeih ny bee seaghnit: foddee yn bine shen cheet dy ve frass: foddee toshiaght yn theinniu shen fei-yerrey lheie dty slane cree gys ushtey: as naght myr ta boggey mooar ayns Niau son slane chyndaa un pheccagh, foddee towse cooie dy voggey ve ayn son un yeir, dy feer son un yeearree son jeir ayns un pheccagh er-bee ta goaill arrys. ",,24,16,32,
,,,,,,,
[c] A Blessing will indeed come at last.,,"[26] My ta shey, ny shey feed padjer chebbit seose ayd, gow er dty hoshiaght dy kinjagh lesh padjer, as ny lhig dty chree void. Ta bannaght shickyr dy heet ec y jerrey dy gherjaghey yn aghinagh ynrick. [27]","[26] This paragraph is a prose rendering of the verses at (a) plus the sentence at (c).
[27] In the English versions consulted, the following five elements occur in the order (a), (b), (c), (d), [(e)]",24,16,32,
"[b] Whoever thou art, —never give up PRAYER,",,"Quoi er-bee oo-hene, ny jean dy bragh scuirr dy ghoaill padjer. Nee bannaght dy jarroo cheet ec y jerrey.",,24,16,32,
"[d] The honour of Christ himself stands engaged to perform this. “Whatsoever ye shall ask in my name.”  John 14, 13.",,Ta ooashley Chreest hene kianlt dy chooilleeney shoh. “Cre-erbee nee shiu y hirrey ayns yn ennym ayms.” Ean xiv. 13.,,24,16,32,
"[e] A young woman at Rochester has requested the Editor to make known her thankfulness and praises to Almighty God, for his mercy in having made this portion a blessing to her soul.[28]",,"Ta ben aeg ec Rochester er yeearree ersyn ta er scrieu yn lioar veg shoh, dy hoilshaghey yn toyrt-booise as yn moylley eck da Jee ooilley-niartal son e vyghin ayns v’er n’yannoo yn ayrn shoh bannaght gys yn annym eck.",[28] This paragraph is absent in 70th edition.,24,16,32,
"[a] If six or sixty prayers are past,",,Ga shey na shey feed padjer jeant,,24,16,32,
Pray on and never faint;,,Guee sthill—ny bee liastey;,,24,16,32,
"A blessing surely comes at last,",,"Dty yeidys vees fy-yerrey sheaynt,",,24,16,32,
To cheer a drooping saint.,,"Guee eisht, as bee gastey.",,24,16,32,
,,,,24,16,32,
,,,,24,16,32,
JOY IN HEAVEN over Repentant Sinners.,,BOGGEY AYNS NIAU HARRISH PECCEE TA GOAILL ARRYS.,,25,25,26,
"There is joy in the presence of the angels of God over one sinner who repenteth. Luke 15, 10. I will arise and go to my father;—but when he was yet a great way off his father saw him, and had compassion, and ran and fell on his neck, and kissed him. Luke 15,20. This my son was dead, and is alive again:—was lost—and is found!!",,"Ta boggey ayns fenish ainleyn Yee jeh un pheccagh ta goaill arrys. Luke xv. 10. Trog-ym orrym, as hem roym gys my Ayr: agh tra v’eh foast foddey veih, honnick e Ayr eh, as va chymmey echey er, as roie eh, as ghow eh eh ayns e roihaghyn, as phaag eh eh. Luke xv. 20; V’eh shoh my vac marroo, as t’eh bio reesht; v’eh caillit, as t’eh er ny gheddyn reesht.",,25,25,26,
"HERE is a fulness of encouragement for every poor wandering outcast sinner to return to his Father—to his God. The vilest wretch under heaven may embrace the offered mercy of the Lord, whose tenderness and compassion are most beautifully detailed and set forth in the parable of the prodigal son. (see Luke 15, 11, to the end.)",,"AYNS shoh ta cuirrey fondagh son dy chooilley pheccagh treigit as er-shaghryn dy hyndaa gys e Ayr—gys e Yee. Foddys yn drogh-yantagh smoo fo Niau goaill greme er myghin y Chiarn, dy feoilt er ny hebbal; e veiyghys as e hymmey ta dy feer ghraysoil er ny hoilshaghey ayns coraa dorraghey yn mac stroialtagh. Lhaih Luke xv. 11, gys jerrey yn cabdil.",,25,25,26,"AYNS shoh ta cuirrey fondagh son dy chooilley pheccagh treigit as er-shagryn dy hyndaa gys e Ayr—gys e Yee. Foddys yn drogh-yantagh smoo fo Niau goaill greme er myghin y Chiarn, dy feoilt er ny hebbal; e veiyghys as e hymmey ta dy feer ghraysoil er ny hoilshaghey ayns coraa dorraghey yn mac stroialtagh. Lhaih Luke xv. 11, gys jerrey yn cabdil."
"We are all prodigals by nature, and should be lost for ever were it not for divine grace softening the heart, and bringing us to the footstool of mercy—to our heavenly Father, who waits to be gracious,—full of pity—full of love.",,"Ta shin ooilley cloan stroialtagh liorish dooghys, as veagh shin caillit son dy bragh, er-be dy vel Grayse Yee meelaghey yn cree, as cur lesh shin gys stoyl-coshey myghin,—gys nyn Ayr flaunyssagh, ta farkiaght dy ve graysoil—lane dy hymmey,—lane dy graih.",,25,25,26,
"Try the experiment, thou poor tempted, tossed, and heavy-laden sinner;—try the experiment;—cast thyself before the Lord, and ere thou canst even reach his feet he will bend forward to embrace thee in his arms of mercy and forgiving love.",,"Jean prowal jeh, uss peccagh boght, seaghnit, as trome-laadit;—jean prowal jeh—tilg oo hene kiongoyrt rish yn Chiarn, as roish oddys oo eer roshtyn e chassyn, nee eh croymmey dty whuail dy ghoaill oo seose ayns roihaghyn e vyghin, as e ghraih.",,25,25,26,
"The writer of this portion knows, by happy experience, the power of redeeming love; and he who was once a great way off,—within a step of being lost for ever, has now (as a monument of mercy) been brought nigh by the blood of Christ, and can safely recommend such a Saviour to the vilest of the vile.",,"Shione dasyn t’er scrieu yn ayrn shoh liorish ennaghtyn maynrey, pooar Graih chionnaghey reesht; as ta eshyn va keayrt foddey jeh,—cheu-sthie jeh kesmad jeh ve caillit son dy bragh er ve nish, (myr cowrey vooar dy vyghin,) currit lesh er-gerrey, liorish fuill Chreest, as foddys eh dy sauchey, chionney ny peccee s’treih as s’eajee dy heet gys yn saualtagh cheddin.",,25,25,26,
"You cannot be deceived—cannot be mistaken. Our gracious God will never break the bruised reed nor quench the smoking flax. The name of Jesus is too dear to Him to reject a sinner’s cry. John 16, 23. Try the experiment,—and heaven is your’s. May the Lord give you courage,—strength, —and faith, that your soul may be saved and his name be glorified. Amen.",,"Cha vod oo ve mollit,—cha vod oo ve er shaghryn. Cha jean nyn Yee graysoil dy bragh brishey yn cuirtlagh vroojit, as yn bite giare-cheaut cha der eh ass. Ta ennym Yeesey ro-gheyr dasyn gyn dy obbal aghin yn peccagh. Noo Ean xvi. 23. Jean prowal jeh, as ta Niau lhiats. Dy der y Chiarn dhyt dunnallys, niart as credjue, dy vod dty annym v’er ny hauail, as yn ennym echeysyn v’er ny ghloyraghey. Amen.",,25,25,26,"Cha vod oo ve mollit,—cha vod oo ve er shaghryn. Cha jean nyn Yee graysoil dy bragh brishey yn cuirtlagh vroojit, as yn bite giare-cheaut cha der eh ass. Ta ennym Yeesey ro-gheyr dasyn gyn dy obbal aghin yn peccagh. Noo Ean xvi. 23. Jean prowal jeh, as ta Niau lhiats. Dy der y Chiarn dhyt dunnallys, niart as credjue, dy vod dty annym v’er ny hauail, as yn ennym echeysyn v’er ny gloyraghey. Amen."
,,,,25,25,26,
,,,,,,,
THE FOOLISH VIRGINS.,,NY MOIDYNYN OMMIJAGH.,,26,26,,
"The foolish said unto the wise, Give us of your oil; for our lamps are gone out. But the wise answered, Not so. Matt. 25, 8–9.",,"Dooyrt y vooinjer ommijagh rish y vooinjer chreeney, Cur-jee dooinyn jeh’n ooil euish, son ta ny lampyn ain goll ass. Agh dreggyr y vooinjer chreeney, gra, cha der. Mian xxv. 8. 9.",,26,26,,
