English,Manx,Page,Manx Original,Notes
"M. Very well. These are good signs. But this is the fervour of your first love. It will not always be so with you. So was it with the Israelites after passing the Red Sea, the Galatians, and the church of Ephesus. But each of these grew colder afterwards. And the Prophet Jeremiah, ii. 2. St. Paul, Gal. iv. 15. and our Lord, Rev. ii. 4. reprove them for it.","B. Feer vie. Ta ny cowraghyn shoh choyrt oyr dhyt dy hreishteil. Agh t’ad cheet woish jeeanid dty chied graih. Cha bee eh dy kinjagh myr shoh mayrt. V’eh myr shoh marish ny Israeliteyn lurg daue v’er n’holl trooid yn aarkey jiarg; marish ny Galatianee, as marish yn Agglish ec Ephesus. Agh ren graih dagh unnane jeu shoh feayraghey, as va oghsan er ny choyrt daue er y hon.",20,,
"P. Sir, I believe you know my danger better than I do myself. Pray direct me what I shall do.",F. Ta mee credjal dy vel shiu toiggal yn gaue ta mee ayn ny share na ta mee hene. Insh-jee dou ta mee guee erriu c’red t’orrym dy yannoo.,20,,
"M. Strive to make your calling and election sure and evident, both to yourself and others, by bringing forth the fruits of righteousness in a good conversation. ","B. Streeu dy “yannoo yn stayd huggey t’ou er dty eam as er dty reih shickyr,” as cronnal dhyt hene, as da feallagh elley, liorish gymmyrkey magh messyn dy chairys ayns bea vie. ",20,,
"My first advice is, be humble, and walk humbly with thy GOD. Let the remembrance of your past life of sin and folly still cover you with shame. Recollect the many aggravating circumstances of a life hitherto spent in rebellion against God; during all which he daily heaped mercies upon you and yours; giving food and raiment, health and strength; and continued these mercies to you, while you forgot the hand that gave them, and returned evil for good. He spared you in all your provocations; and at last opened your eyes to see your danger, stirred you up to avoid it, and now hath given you a good, hope, through grace, of obtaining eternal life., Thus compare together what God hath done, and you deserved, and thus learn humility. Keep a watchful eye also upon the remains of indwelling sin still in you. And let every sinful Inclination, vain thought, backwardness to duty, and failure in it, teach you to be humble and fear. Thus, distrusting yourself, look up to God for continual support, like an helpless little child; expecting, through the mediation of Jesus Christ, to be assisted in every time of need.","Shoh yn chied coyrle ta mee cur dhyt. “Shooyl dy imlee marish dty Yee.”  Lhig da cooniaghtyn jeh peccah as ommijys dty vea t’er n’holl shiaghey foast oo y coodaghey lesh nearey. Cooinee er loght bea ceaut ayns meeviallys as irree-magh noi JEE, choud’s ve deayrtey neose caghlaaghyn dy vannaghtyn ort, as er dty lught-thie; coyrt dhyt beaghey as coamrey, slaynt as niart; as er hannaghtyn ny myghinyn shoh dhyt, choud’s v’ou meerioosagh er y laue hug ad dhyt, as chyndaa olk son mie; Ren eh gymmyrkey lhiat ayns ooilley dty loghtyn, as ec y jerrey ren eh dty hooillyn y osley dy akin dty ghaue; ren eh griennaghey oo dy hyndaa, as t’eh nish er choyrt treishteil mie dhyt trooid grayse jeh cosney yn vea dy bragh farraghtyn. Myr shoh jean soylaghey shen ta JEE er n’yannoo as oo hene er hoilchin, as ynsee dy ve injil ayns chree. Bee er dty arrey myrgeddin noi cre erbee yn pheccah ta foast tannaghtyn cheusthie j’eed. As lhig da yeearreeyn meereiltagh, smooniaghtyn fardalagh neu-arryltys dy chooilleeney dty currym, as annooinid ayns cooilleeney eh, gynsaghey dhyt dy ve imlee as dy immeeaght dy tastagh. Myr shoh mee-hreishteilagh jeed hene, jeeagh seose gys Niau son cooney kinjagh, myr lhiannoo annoon, jerkal trooid toilchinys Yeesey Chreest dy gheddyn niart as cooney ayns dy chooilley hraa dy eme. ",20,,
"My next advice is, keep a conscience void of offence. If you have wronged any man, be not ashamed to acknowledge it; and according to your power make restitution, that the accursed thing may not cleave to you. Take heed that you grieve not the Spirit of God by unholy walking, lest you provoke him to forsake you. To this end, watch over your heart, repress its first inclinations to sin, and be watchful against temptation from without; fixing your eye especially on the sin with which you have heretofore been most easily beset. If at any time sin prevail against you, do not endeavour to forget it, or hide it in your bosom: But go to God immediately: take shame to yourself; plead the gospel promises to returning sinners, looking unto Jesus Christ as your all-sufficient sacrifice, and advocate with the Father; and never cease wrestling with God in prayer, until he again speaks peace to your troubled soul, and fill you with a greater fear of offending him.","Ny sodjey, ta mee choyrt coyrle dhyt dy “reayll cooinsheanse gyn loght.” My t’ou er n’yannoo aggair da dooinney erbee, ny gow nearey dy ghoaill rish, as choud’s oddys oo jean lhiassaghey, nagh jean y red cursit lhiantyn hood. Bee er dty hwoaie nagh der oo corree er Spyrryd YEE liorish gymmyrkey oo hene dy neu-hastagh, er-aggle dy jean oo eh y vrasnaghey dy hreigeil oo. Er-yn-oyr shoh freayll arrey harrish dty chree, jean mooghey yn chied yeearree peccoil, as bee er dty arrey noi miolaghyn veih cheumooie, as erskyn-ooilley noi yn pheccah shen s’mennic va er gheddyn y varriaght ort ’sy traa t’er n’holl shiaghey. My t’ou ec traa erbee cur raad da peccah, ny streeu dy yarrood ny dy chieltyn eh, agh eam er JEE chelleeragh son pardoon, gow nearey hood hene, jean imraa jeh gialdyn y Tushtal gys peccee arryssagh, jeeaghyn gys Yeesey Creest myr eshyn t’er n’yannoo lhiassaghey fondagh son dty pheccaghyn, as ta dy kinjagh loayrt er dty hon rish yn Ayr, as tannaghtyn jeean ayns padjer gys JEE, derrey t’eh loayrt shee reesht rish dty annym seaghnit, as coyrt aggle smoo aynyd jeh cur-rish olk.",21,"Ny sodjey, ta mee choyrt coyrle dhyt dy “reayll cooinsheanse gyn loght.” My t’ou er n’yannoo aggair da dooinney erbee, ny gow nearey dy ghoaill rish, as choud’s oddys oo jean lhiassaghey, nagh jean y red cursit lhiantyn hood. Bee er dty hwoaie nagh der oo corree er Spyrryd YEE liorish gmmyrkey oo hene dy neu-hastagh, er-aggle dy jean oo eh y vrasnaghey dy hreigeil oo. Er-yn-oyr shoh freayll arrey harrish dty chree, jean mooghey yn chied yeearree peccoil, as bee er dty arrey noi miolaghyn veih cheumooie, as erskyn-ooilley noi yn pheccah shen s’mennic va er gheddyn y varriaght ort ’sy traa t’er n’holl shiaghey. My t’ou ec traa erbee cur raad da peccah, ny streeu dy yarrood ny dy chieltyn eh, agh eam er JEE chelleeragh son pardoon, gow nearey hood hene, jean imraa jeh gialdyn y Tushtal gys peccee arryssagh, jeeaghyn gys Yeesey Creest myr eshyn t’er n’yannoo lhiassaghey fondagh son dty pheccaghyn, as ta dy kinjagh loayrt er dty hon rish yn Ayr, as tannaghtyn jeean ayns padjer gys JEE, derrey t’eh loayrt shee reesht rish dty annym seaghnit, as coyrt aggle smoo aynyd jeh cur-rish olk.",
"As I hope you are now planted in God’s vineyard, be fruitful. Bear on your heart a sense of God’s love to sinners in Jesus Christ. Consider in particular, what God hath done for you, in calling you out of darkness into his marvellous light. Remember how you lay fast asleep in sin and fatal security, when God awaked you to see your danger and escape it. Think what would have been your condition in eternity, if God had left you to yourself. Think how many still go on in the same fatal path in which you trod. And let the sense of God’s distinguishing love to you excite you to some return. Love him, because he first loved you. And let love to your heavenly Father influence your thoughts, and words, and actions.","Myr ta mee treishteil dy vel oo nish er dty hoiaghey ayns Garey-feeyney Yee, bee messoil. Freill seose ennaghtyn creeoil jeh graih Yee gys peccee ayns Yeesey Chreest. Smooinee er-lheh er shen ta Jee er n’yannoo er dty hon’s ayns geamagh ort ass dorraghys gys e hoilshey yindyssagh. Cooinee kys v’ou dty chadley ayns peccah, tra ren Jee oo y ghoostey dy akin dty ghaue, as dy hea veih. Smooinee cre va er ve dty chronney ayns Beaynid, dy beagh Jee er n’aagail oo dy immeeaght ayns dty raaidyn hene. Smooinee cre ny earrooyn ta foast goll er nyn doshiaght ayns y cassan dy hoyrtmow. As lhig da ennaghtyn jeh’n graih yindyssagh ta Jee er hoilshaghey dhyt oo y eginaghey dy prowal oo hene booisal da. “Cur graih dasyn er yn oyr dy dug eh hoshiaght graih dhyts.” As lhig da graih er dty Ayr flaunyssagh reill ayns ooilley dty smooniaghtyn, goan as jannoo. ",22,"Myr ta mee treishteil dy vel oo nish er dty hoiaghey ayns Garey-feeyney Yee, bee messoil. Freill seose ennaghtyn creeoil jeh graih Yee gys peccee ayns Yeesey Chreest. Smooinee er-lheh er shen ta Jee er n’yannoo er dty hon’s ayns geamagh ort ass dorraghys gys e hoilshey yindyssagh. Cooinee kys v’ou dy chadley ayns peccah, tra ren Jee oo y ghoostey dy akin dty ghaue, as dy hea veih. Smooinee cre va er ve dty chronney ayns Beaynid, dy beagh Jee er n’a?ail oo dy immeeaght ayns dty raaidyn hene. Smooinee cre ny earrooyn ta foast goll er nyn doshiaght ayns y cassan dy hoyrtmow. As lhig da ennaghtyn jeh’n graih yindyssagh ta Jee er hoilshaghey dhyt oo y eginaghey dy prowal oo hene booisal da. “Cur graih er yn dasyn oyr dy dug eh hoshiaght graih dhyts.” As lhig da graih er dty Ayr flaunyssagh reill ayns ooilley dty smooniaghtyn, goan as jannoo. ",
"Let your meditations of God be sweet and frequent. Lift up your heart to him that seeth in secret, and trieth the heart and reins. Seek a close communion with the Father of your spirit: and to this end, endeavour to withdraw your thoughts from worldly things, and to raise your affections from earth to heaven, to those things which are not seen but by the eye of faith. That thus you may walk by faith, guided by it all the eye of the soul, and raised by it to heavenly-mindedness; so as to love and delight in God.","Lhig da dty chommeeys rish Jee ve kinjagh as gerjoilagh. Trog seose dty chree huggeysyn ta fakin ayns follyt as “ta prowal ny creeaghyn as ny meeaghyn.” Tayrn ergerrey gys Jee as dy vod oo shoh y yannoo, streeu dy chur dy lhiattee kiarailyn seihltagh, as dy hroggal dty aigney gys Niau, gys ny reddyn shen nagh vel foast ry akin, agh liorish y thooill dy chredjue. Myr shoh foddee oo shooyl liorish chredjue as ve er dty hroggal liorish dys aigney flaunyssagh myr shen dy der oo graih da Jee as goaill taitnys ayn. ",22,"Lhig da dty chommeeys rish Jee ve kinjagh as gerjoilagh. Trog seose dty chree huggeysyn ta fakin ayns follyt as “ta prowal ny creeaghyn as ny meeaghyn. Tayrn ergerrey gys Jee as dy vod oo shoh y yannoo, streeu dy chur dy lhiattee kiarailyn seihltagh, as dy hroggal dty aigney gys Niau, gys ny reddyn shen nagh vel foast ry akin, agh liorish y thooill dy chredjue. Myr shoh foddee oo shooyl liorish chredjue as ve er dy hroggal liorish dys aigney flaunyssagh myr shen dy der oo graih da Jee as goaill taitnys ayn. ",
"Instead of your former vain conversation, henceforth let your tongue be employed to God’s glory; in speaking good of his name; in prayer and praise to your great benefactor; in telling others what he hath done for your soul; in warning sinners of their danger, and encouraging them that fear God to be bold and hearty in his service.","Ayns ynnyd jeh chur raad da glare ommijagh myr v’ou cliaghtey, lhig da dty hengey son y traa ta ry-heet ve goit seose ayns choyrt ghloyr YEE er y hoshiaght, ayns “loayrt dy mie jeh’n ennym echey;” ayns coyrt moylley as booise da, ayns fockley magh c’red t’eh er n’yannoo son dty annym; ayns choyrt peccee ayns cooniaghtyn jeh nyn ghaue, as griennaghey adsyn ta goaill aggle roish JEE dy ve dunnal as creeoil ayns e hirveish. ",22,,
"And let your conduct in life be such as becometh the gospel. You are called to fight the good fight of faith; see that you faint not, neither be weary in well-doing. Shew that you are alive unto God by living unto God, by devoting yourself to his service, and by diligence therein. Do something for him that hath done so much for you. Be loving unto all men, for they are the work of God’s hands: Do good unto all men according to your ability. Your time and strength, and every other talent, are given you to be improved, lay them out in acts of charity and love. Let your heart be enlarged to all men, not excepting your enemies: Let these have your prayers and forgiveness, and be ready to overcome Evil with good.","As lhig da’n ymmyrkey-bea ayd ve  cordail rish y Sushtal. T’ou er dt’eam “dy chaggey yn caggey mie dy chredjue;” gow kiarail nagh bee oo lhiastey ny skee jeh jannoo mie. Lhig da ve ry-akin dy vel oo bio gys Jee, liorish beaghey gys Jee; liorish coyrt seose oo hene gys e hirveish, as liorish ve jeean ayn. Jean red ennagh er y honsyn t’er n’yannoo wheesh er dty hon’s. Cur graih da dy chooilley ghooinney, son t’ad obbyr laueyn YEE; jean mie dys y chooid sodjey jeh dty phooar. Ta dty hraa, dty niart, as dy chooilley ghioot elley t’ou er ny coamrey lesh, kiarit son vondeish ennagh; jean ymmyd jeu ayns obbraghyn dy graih as dy ghiastyllys. Lhig da dty graih roshtyn dys ooilley sheelnaue, eer gys dty noidyn dewil; lhig da ayrn ve oc shoh ayns dty phadjeryn, jean leih daue, as bee arryltagh dy gheddyn y varriaght er yn olk liorish jannoo mie.",22,,
"See also, that you shew the power of Godliness in the conscientious discharge of relative duties. Be kindly, affectionate, and tender-hearted to all about you. To those of your family shew yourself an example of gentleness, love, and forbearance. Express your regard for their souls as well as for their bodies, by a devout, serious course of family worship. Let those of your household and of your acquaintance see that you have a new heart by your leading a new life, studying in all things to be conformed to the will and word of God. Be strict and conscientious in all your dealings. Render to all their dues, tribute to whom tribute, and custom to whom custom is due, as well as every other lawful debt: not defrauding either king or your fellow subjects, or any way encouraging those that do.","Cur twoaie myrgeddin dy hoilshaghey yn phooar vreeoil dy chraueeaght ayns dy jeidjagh cooilleeney dty currymyn hucsyn ooilley ta mygeayrt y mood. Bee graihagh, dooie, as meigh-chreeagh gys dty lught-thie; soilshee oo hene daue sampleyr dy veenid, dy ghraih as dy vieys. Cur prowal jeh dty graih gys nyn anmeenyn chammah as nyn gallinyn liorish dy crauee as dy arrymagh freayll seose padjer marish dty lught-thie. Lhig da dty chaarjyn as dty Ainjyssee fakin dy vel cree noa ayd liorish ceau bea noa; as liorish streeu ayns dy chooilley nhee dy ymmyrkey oo hene cordail rish aigney as ghoo YEE. Bee cairagh as jeeragh ayns dty slane ymmyrkey; “Eeck da dy chooilley unnane e chair, keesh dauesyn ta keesh cair, ooashley dausyn ta ooashley cair,” chammah as dy chooilley nhee elley t’ou dy cairagh lhiastyn; gyn aggair y yannoo da’n Ree ny da dooinney erbee.",23,"Cur twoaie myrgeddin dy hoilshaghey yn phooar vreeoil dy chraueeaght ayns dy jeidjagh cooilleeney dty currymyn huicsyn ooilley ta mygeayrt y mood. Bee graihagh, dooie, as meigh-chreeagh gys dty lught-thie; soilshee oo hene daue sampleyr dy veenid, dy ghraih as dy vieys. Cur prowal jeh dty graih gys nyn anmeenyn chammah as nyn gallinyn liorish dy crauee as dy arrymagh freayll seose padjer marish dty lught-thie. Lhig da dty chaarjyn as dty Ainjyssee fakin dy vel cree noa ayd liorish ceau bea noa; as liorish streeu ayns dy chooilley nhee dy ymmyrkey oo hene cordail rish aigney as ghoo YEE. Bee cairagh as jeeragh ayns dty slane ymmyrkey; “Eeck da dy chooilley unnane e chair, keesh dauesyn ta keesh cair, ooashley dausyn ta ooashley cair,” chammah as dy chooilley nhee elley t’ou dy cairagh lhiastyn; gyn aggair y yannoo da’n Ree ny da dooinney erbee.",
"Shew a particular regard for them that are of the household of faith, all the sincerely godly, for Christ’s sake. For as all men were originally created after God’s image, in them is this image in some measure restored. These therefore in a peculiar manner belong to Christ, being washed from their sins in his blood, and sanctified by his spirit. And to animate you to greater diligence in this work and labour of love, view often with the eyes of faith the glorious reward set before you, the eternal weight of glory to be bestowed on that day when Christ shall reward acts of mercy and love, done in his name, as if done to himself.","Soilshee graih er-lheh “dauesyn ta jeh lught-thie yn chredjue” ooilley ny ta dy firrinagh crauee, er graih Chreest. Son va dooinney ec y toshiaght er ny chroo lurg caslys YEE; as ta’n chaslys shoh ayns towse ennagh jeant ass-y-noa ayndoosyn ta dy firrinagh credjal. T’ad shoh eisht ayns aght er-lheh lesh Chreest, myr t’ad er nyn ghlenney  veih nyn beccaghyn ayns e uill, as er nyn gasherickey liorish e Spyrryd. As dy ghriennaghey oo gys jeeanid smoo ayns yn obbyr shoh dy graih, jeeagh dy mennic lesh y tooil dy chredjue er y leagh gloyroil ta kiarit er dty hon, “yn towse dy bragh farraghtyn dy ghloyr,” ta dy ve er ny choyrt er y laa shen, tra nee Chreest cooilleeney obbraghyn dy vyghin as dy graih jeant ayns yn ennym echeysyn myr dy beagh ad jeant da hene.",23,,
"Quickened by this principle, and encouraged by this prospect, strive to grow in knowledge, and purity, and faith, and love, and godly fear; in meekness and every christian grace. Study to promote God’s glory, the welfare of all men, and such a disposition in your own soul as may render you meet to be a partaker of the inheritance of the saints of light. And, in order to promote this work of sanctification in you, wait for God’s blessing and grace in a conscientious use of the ordinances, in prayer public and private, hearing and reading God’s word; and confirm your covenant with God at his table. Thus may you hope to be a fruitful vine, and experience in your soul those blessings, which the Prophet immediately adds to that promise of free mercy, in which you have found so much consolation. Hosea xiv. 5, 6, 7, I will be as the dew unto Israel: he shall grow as the lily, and cast forth his roots as Lebanon; growing upwards by faith and love, and downwards by humility. His branches shall spread; and his beauty shall be as the olive tree, and his smell as Lebanon. They that dwell under his shadow shall return from all their wanderings: they shall revive as the corn, and grow as the vine: the scent (or blossom) therefore shall be as the vine of Lebanon, beautiful, fruitful, and pleasant in God’s sight.","Er ny vioghey liorish graih as er ny ghriennaghey lesh y treishteil dy gloyr, streeu dy aase ayns tushtey as glennid, ayns chredjue, as graih, as aggle; ayns meenid as dy chooilley ghrayse Chreestee. Streeu dy chur gloyr YEE, as maynrys gheiney er y hoshiaght, as dy gheddyn lheid y Spyrryd-aigney obbryt aynyd hene as nee oo y yannoo cooie dy gheddyn ayrn ayns eiraght ny Nooghyn ayns soilshey. As dy chur yn obbyr shoh dy casherickys er y hoshiaght ayns dty annym, shir bannaght YEE liorish ymmyd crauee y yannoo jeh ooilley ny saaseyn dy ghrayse.",24,,
"P. Sir, I thank you. I see a great work before me; but by God’s help, I hope I shall be able to hold out to the end.","F. Ta mee cur booise creeoil diu. Ta mee fakin dy nee mooar ta’n obbyr t’orrym dy yannoo, agh marish cooney YEE, ta mee treishteil dy jean-ym cummal magh gys y jerrey.",24,"F. Ta mee cur booise creeoil diu. Ta mee fakin dy nee mooar ta’n obbyr t’orrym dy yannoo, agh marish cooney YEE, ta mee treisht? dy jean-ym cummal magh gys y jerrey.",
"M. You must expect many difficulties and much opposition. The way to heaven is the way of the Cross, and through much tribulation. The world, and flesh, and devil are strong enemies, and they are closely leagued together. ","B. Sheign dhyt jerkal dy jig ymmodee miolaghyn as lane creoghys dty raad. Ta’n raad dys niau raad ny croshey, as t’eh choyrt lesh shin trooid mooarane seaghyn. Ta’n seihll, yn eill, as y drogh Spyrryd noidyn niartal, as t’ad dy shickyr lhiantyn ry-cheilley; ",24,,
"Your own corrupt nature will be always near to tempt, discourage, and draw you back; for this will still be your burden; your greatest. plague will be that of your own Heart. And, as soon as you appear to be going out of the broad way, in which the generality walk to destruction, you must expect the world will be upon you. Not only the careless and prophane will sneer and ridicule you, but the more decent formalists also will be highly offended. They will say in their hearts, as the Pharisees of old: In doing this, in going out of the common fashionable road, and pretending to uncommon strictness, thou condemnest us also. And these his two allies, the world and the flesh, the devil can manage with wonderful skill, and sometimes throw in some evil thoughts himself.",,24,,
" But be not discouraged; God is above all. Christ ever liveth to make intercession for us, and to save in every difficulty those that come unto God through him. Holy angels will be employed as your guardians; and all the truly godly will be your loving brethren and ready friends. They that are for you are more than they that are against you. Be not your own enemy, and nothing can hurt you. However, be not high-minded, but fear. Happy is the man that feareth always. ","agh ny gow aggle, Ta JEE erskyn ooilley; “Ta Chreest dy bragh bio dy yannoo stiagh er dty hon,” as dy hauail ayns dy chooilley heaghyn “adsyn ta cheet gys JEE ny hrooidsyn.” Bee ainlyn casheric ayd dy choadey oo, as bee ooilley yn vooinjer ta dy firrinagh crauee dty Vraaraghyn graihagh as dty chaarjyn ennoil. “T’adsyn t’er nyn son, ny smoo na t’adsyn ta nyn oi.” Ny bee dty Noid dhyt hene, as cha vod nhee erbee skielley y yannoo dhyt. Ny yeih, “ny bee ard-aignagh, agh gow aggle.” “S’maynrey yn dooinney ta dy kinjagh ayns aggle (Yee).” ",24,"agh ny gow aggle, Ta JEE erskyn ooilley; “Ta Chreest dy bragh bio dy yannoo stiagh er dty hon,” as dy hauail ayns dy chooilley heaghyn “adsyn ta cheet gys JEE ny hrooidsyn.” Bee ainlyn casheric ayd dy choadey oo, as bee ooilley yn vooinjer ta dy firrinagh crauee dty Vraaraghyn graihagh as dty chaarjyn ennoil. “T’adsyn t’er nyn son, ny smoo na t’adsyn ta nyn oi.” Ny bee dy Noid dhyt hene, as cha vod nhee erbee skielley y yannoo dhyt. Ny yeih, ny bee ard-aignagh, agh gow aggle.” “S’maynrey yn dooinney ta dy kinjagh ayns aggle (Yee).” ",
FINIS,,24,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
